사업자 현황 ( 11월/100대 생활업종),,,,,,,
*조회년월,,2019년 11월,,,,,
,,,,,,,
,,,,,,,"(단위 : 인원수, %)"
업종,서울특별시,강동구," 18,403 "," 18,288 ",100.63%," 17,686 ",104.05%
업종,인천광역시,합계," 122,152 "," 121,552 ",100.49%," 115,545 ",105.72%
업종,인천광역시,중구," 7,647 "," 7,584 ",100.83%," 7,055 ",108.39%
업종,인천광역시,동구," 2,839 "," 2,832 ",100.25%," 2,756 ",103.01%
업종,인천광역시,연수구," 13,053 "," 12,940 ",100.87%," 12,009 ",108.69%
업종,인천광역시,남동구," 22,407 "," 22,335 ",100.32%," 21,400 ",104.71%
업종,인천광역시,부평구," 20,585 "," 20,535 ",100.24%," 19,715 ",104.41%
업종,인천광역시,계양구," 11,644 "," 11,598 ",100.40%," 11,255 ",103.46%
업종,인천광역시,서구," 21,283 "," 21,107 ",100.83%," 19,627 ",108.44%
업종,인천광역시,강화군," 3,995 "," 3,984 ",100.28%," 3,839 ",104.06%
업종,인천광역시,옹진군," 1,316 "," 1,309 ",100.53%," 1,245 ",105.70%
업종,인천광역시,미추홀구," 17,383 "," 17,328 ",100.32%," 16,644 ",104.44%
업종,경기도,합계," 555,114 "," 551,603 ",100.64%," 518,160 ",107.13%
업종,경기도,수원시 장안구," 10,555 "," 10,535 ",100.19%," 10,240 ",103.08%
업종,경기도,수원시 권선구," 13,251 "," 13,196 ",100.42%," 12,423 ",106.67%
업종,경기도,수원시 팔달구," 11,895 "," 11,856 ",100.33%," 11,703 ",101.64%
업종,경기도,수원시 영통구," 13,817 "," 13,705 ",100.82%," 12,687 ",108.91%
업종,경기도,성남시 수정구," 10,141 "," 10,065 ",100.76%," 9,499 ",106.76%
업종,경기도,성남시 중원구," 10,038 "," 10,005 ",100.33%," 9,630 ",104.24%
업종,경기도,성남시 분당구," 21,721 "," 21,607 ",100.53%," 20,713 ",104.87%
업종,경기도,의정부시," 19,919 "," 19,848 ",100.36%," 19,097 ",104.30%
업종,경기도,안양시 만안구," 10,192 "," 10,144 ",100.47%," 9,792 ",104.08%
업종,경기도,안양시 동안구," 14,394 "," 14,323 ",100.50%," 13,771 ",104.52%
업종,경기도,부천시," 36,322 "," 36,167 ",100.43%," 34,435 ",105.48%
업종,경기도,광명시," 11,774 "," 11,752 ",100.19%," 11,267 ",104.50%
업종,경기도,평택시," 23,754 "," 23,618 ",100.58%," 22,456 ",105.78%
업종,경기도,동두천시," 4,244 "," 4,239 ",100.12%," 4,165 ",101.90%
업종,경기도,안산시 상록구," 12,994 "," 12,946 ",100.37%," 12,341 ",105.29%
업종,경기도,안산시 단원구," 16,370 "," 16,317 ",100.32%," 15,475 ",105.78%
업종,경기도,고양시 덕양구," 17,338 "," 17,210 ",100.74%," 16,108 ",107.64%
업종,경기도,고양시 일산동구," 16,420 "," 16,353 ",100.41%," 15,509 ",105.87%
업종,경기도,고양시 일산서구," 11,959 "," 11,850 ",100.92%," 11,143 ",107.32%
업종,경기도,과천시," 2,346 "," 2,329 ",100.73%," 2,211 ",106.11%
업종,경기도,구리시," 9,247 "," 9,223 ",100.26%," 8,815 ",104.90%
업종,경기도,남양주시," 27,667 "," 27,389 ",101.02%," 25,042 ",110.48%
업종,경기도,오산시," 8,465 "," 8,420 ",100.53%," 7,980 ",106.08%
업종,경기도,시흥시," 20,144 "," 19,923 ",101.11%," 18,017 ",111.81%
업종,경기도,군포시," 9,716 "," 9,678 ",100.39%," 9,253 ",105.00%
업종,경기도,의왕시," 5,078 "," 5,043 ",100.69%," 4,765 ",106.57%
업종,경기도,하남시," 10,730 "," 10,535 ",101.85%," 8,863 ",121.07%
업종,경기도,용인시 처인구," 11,580 "," 11,492 ",100.77%," 10,574 ",109.51%
업종,경기도,용인시 기흥구," 15,183 "," 15,048 ",100.90%," 13,972 ",108.67%
업종,경기도,용인시 수지구," 11,192 "," 11,109 ",100.75%," 10,342 ",108.22%
업종,경기도,파주시," 18,848 "," 18,693 ",100.83%," 17,391 ",108.38%
업종,경기도,이천시," 9,560 "," 9,526 ",100.36%," 9,212 ",103.78%
업종,경기도,안성시," 8,295 "," 8,254 ",100.50%," 7,985 ",103.88%
업종,경기도,김포시," 18,443 "," 18,260 ",101.00%," 16,329 ",112.95%
업종,경기도,화성시," 31,160 "," 30,815 ",101.12%," 27,716 ",112.43%
업종,경기도,광주시," 14,712 "," 14,610 ",100.70%," 13,408 ",109.73%
업종,경기도,양주시," 9,169 "," 9,100 ",100.76%," 8,295 ",110.54%
업종,경기도,포천시," 8,343 "," 8,320 ",100.28%," 8,093 ",103.09%
업종,경기도,여주시," 5,296 "," 5,268 ",100.53%," 5,240 ",101.07%
업종,경기도,가평군," 4,728 "," 4,727 ",100.02%," 4,514 ",104.74%
업종,경기도,양평군," 5,950 "," 5,940 ",100.17%," 5,561 ",107.00%
업종,경기도,연천군," 2,164 "," 2,165 ",99.95%," 2,128 ",101.69%
업종,강원도,합계," 85,495 "," 85,274 ",100.26%," 82,784 ",103.27%
업종,강원도,춘천시," 14,191 "," 14,150 ",100.29%," 13,785 ",102.95%
업종,강원도,원주시," 17,966 "," 17,898 ",100.38%," 17,109 ",105.01%
업종,강원도,강릉시," 12,582 "," 12,544 ",100.30%," 12,048 ",104.43%
업종,강원도,동해시," 4,849 "," 4,843 ",100.12%," 4,766 ",101.74%
업종,강원도,태백시," 2,312 "," 2,315 ",99.87%," 2,272 ",101.76%
업종,강원도,속초시," 5,734 "," 5,713 ",100.37%," 5,605 ",102.30%
업종,강원도,삼척시," 3,526 "," 3,514 ",100.34%," 3,391 ",103.98%
업종,강원도,홍천군," 3,883 "," 3,872 ",100.28%," 3,810 ",101.92%
업종,강원도,횡성군," 2,266 "," 2,250 ",100.71%," 2,199 ",103.05%
업종,강원도,영월군," 2,099 "," 2,092 ",100.33%," 2,070 ",101.40%
업종,강원도,평창군," 2,896 "," 2,894 ",100.07%," 2,855 ",101.44%
업종,강원도,정선군," 2,354 "," 2,365 ",99.53%," 2,348 ",100.26%
업종,강원도,철원군," 2,370 "," 2,364 ",100.25%," 2,343 ",101.15%
업종,강원도,화천군," 1,330 "," 1,321 ",100.68%," 1,274 ",104.40%
업종,강원도,양구군," 1,220 "," 1,221 ",99.92%," 1,164 ",104.81%
업종,강원도,인제군," 2,127 "," 2,123 ",100.19%," 2,060 ",103.25%
업종,강원도,고성군," 1,668 "," 1,666 ",100.12%," 1,618 ",103.09%
업종,강원도,양양군," 2,122 "," 2,129 ",99.67%," 2,067 ",102.66%
업종,대전광역시,합계," 70,566 "," 70,226 ",100.48%," 68,032 ",103.72%
업종,대전광역시,중구," 12,379 "," 12,347 ",100.26%," 12,036 ",102.85%
업종,대전광역시,동구," 10,402 "," 10,376 ",100.25%," 10,075 ",103.25%
업종,대전광역시,서구," 23,435 "," 23,341 ",100.40%," 22,615 ",103.63%
업종,대전광역시,대덕구," 8,235 "," 8,197 ",100.46%," 8,136 ",101.22%
업종,대전광역시,유성구," 16,115 "," 15,965 ",100.94%," 15,170 ",106.23%
업종,충청북도,합계," 77,353 "," 77,078 ",100.36%," 74,548 ",103.76%
업종,충청북도,괴산군," 1,756 "," 1,751 ",100.29%," 1,728 ",101.62%
업종,충청북도,단양군," 1,776 "," 1,796 ",98.89%," 1,717 ",103.44%
업종,충청북도,보은군," 1,592 "," 1,594 ",99.87%," 1,598 ",99.62%
업종,충청북도,영동군," 2,227 "," 2,221 ",100.27%," 2,193 ",101.55%
업종,충청북도,옥천군," 2,174 "," 2,161 ",100.60%," 2,117 ",102.69%
업종,충청북도,음성군," 4,905 "," 4,892 ",100.27%," 4,725 ",103.81%
업종,충청북도,제천시," 7,498 "," 7,497 ",100.01%," 7,346 ",102.07%
업종,충청북도,증평군," 1,854 "," 1,849 ",100.27%," 1,766 ",104.98%
업종,충청북도,진천군," 3,776 "," 3,736 ",101.07%," 3,521 ",107.24%
업종,충청북도,청주시 상당구," 8,932 "," 8,881 ",100.57%," 8,617 ",103.66%
업종,충청북도,청주시 서원구," 9,136 "," 9,085 ",100.56%," 8,910 ",102.54%
업종,충청북도,청주시 청원구," 8,788 "," 8,739 ",100.56%," 8,309 ",105.76%
업종,충청북도,청주시 흥덕구," 12,239 "," 12,204 ",100.29%," 11,626 ",105.27%
업종,충청북도,충주시," 10,700 "," 10,672 ",100.26%," 10,375 ",103.13%
업종,충청남도,합계," 101,287 "," 100,995 ",100.29%," 97,831 ",103.53%
업종,충청남도,계룡시," 1,506 "," 1,507 ",99.93%," 1,473 ",102.24%
업종,충청남도,공주시," 5,442 "," 5,433 ",100.17%," 5,384 ",101.08%
업종,충청남도,금산군," 3,182 "," 3,176 ",100.19%," 3,123 ",101.89%
업종,충청남도,논산시," 5,914 "," 5,910 ",100.07%," 5,771 ",102.48%
업종,충청남도,당진시," 7,856 "," 7,844 ",100.15%," 7,548 ",104.08%
업종,충청남도,보령시," 5,630 "," 5,635 ",99.91%," 5,499 ",102.38%
업종,충청남도,부여군," 2,753 "," 2,752 ",100.04%," 2,703 ",101.85%
업종,충청남도,서산시," 8,448 "," 8,415 ",100.39%," 8,138 ",103.81%
업종,충청남도,서천군," 2,511 "," 2,511 ",100.00%," 2,445 ",102.70%
업종,충청남도,아산시," 13,220 "," 13,127 ",100.71%," 12,676 ",104.29%
업종,충청남도,예산군," 3,912 "," 3,916 ",99.90%," 3,885 ",100.69%
업종,충청남도,천안시 동남구," 12,621 "," 12,570 ",100.41%," 12,033 ",104.89%
업종,충청남도,천안시 서북구," 17,695 "," 17,626 ",100.39%," 16,757 ",105.60%
업종,충청남도,청양군," 1,313 "," 1,306 ",100.54%," 1,293 ",101.55%
업종,충청남도,태안군," 4,439 "," 4,421 ",100.41%," 4,387 ",101.19%
업종,충청남도,홍성군," 4,845 "," 4,846 ",99.98%," 4,716 ",102.74%
업종,세종특별자치시,합계," 12,645 "," 12,461 ",101.48%," 11,148 ",113.43%
업종,세종특별자치시,세종시," 12,645 "," 12,461 ",101.48%," 11,148 ",113.43%
업종,광주광역시,합계," 70,886 "," 70,526 ",100.51%," 67,966 ",104.30%
업종,광주광역시,동구," 8,408 "," 8,397 ",100.13%," 8,254 ",101.87%
업종,광주광역시,남구," 8,916 "," 8,864 ",100.59%," 8,401 ",106.13%
업종,광주광역시,서구," 16,557 "," 16,470 ",100.53%," 15,886 ",104.22%
업종,광주광역시,광산구," 17,579 "," 17,485 ",100.54%," 16,568 ",106.10%
업종,광주광역시,북구," 19,426 "," 19,310 ",100.60%," 18,857 ",103.02%
업종,전라북도,합계," 85,059 "," 84,743 ",100.37%," 82,660 ",102.90%
업종,전라북도,고창군," 2,281 "," 2,270 ",100.48%," 2,179 ",104.68%
업종,전라북도,군산시," 13,312 "," 13,238 ",100.56%," 13,003 ",102.38%
업종,전라북도,김제시," 3,226 "," 3,209 ",100.53%," 3,126 ",103.20%
업종,전라북도,남원시," 4,065 "," 4,062 ",100.07%," 4,025 ",100.99%
업종,전라북도,무주군," 1,334 "," 1,334 ",100.00%," 1,336 ",99.85%
업종,전라북도,부안군," 2,708 "," 2,699 ",100.33%," 2,647 ",102.30%
업종,전라북도,순창군," 1,034 "," 1,034 ",100.00%," 1,009 ",102.48%
업종,전라북도,완주군," 3,878 "," 3,853 ",100.65%," 3,659 ",105.99%
업종,전라북도,익산시," 12,679 "," 12,637 ",100.33%," 12,385 ",102.37%
업종,전라북도,임실군," 1,060 "," 1,059 ",100.09%," 1,035 ",102.42%
업종,전라북도,장수군, 824 , 828 ,99.52%, 838 ,98.33%
업종,전라북도,전주시 덕진구," 14,116 "," 14,054 ",100.44%," 13,383 ",105.48%
업종,전라북도,전주시 완산구," 18,744 "," 18,704 ",100.21%," 18,332 ",102.25%
업종,전라북도,정읍시," 4,807 "," 4,779 ",100.59%," 4,727 ",101.69%
업종,전라북도,진안군, 991 , 983 ,100.81%, 976 ,101.54%
업종,전라남도,합계," 85,580 "," 85,297 ",100.33%," 83,057 ",103.04%
업종,전라남도,강진군," 1,554 "," 1,544 ",100.65%," 1,489 ",104.37%
업종,전라남도,고흥군," 2,535 "," 2,520 ",100.60%," 2,498 ",101.48%
업종,전라남도,곡성군," 1,028 "," 1,030 ",99.81%," 1,009 ",101.88%
업종,전라남도,광양시," 6,858 "," 6,816 ",100.62%," 6,701 ",102.34%
업종,전라남도,구례군," 1,228 "," 1,228 ",100.00%," 1,205 ",101.91%
업종,전라남도,나주시," 4,704 "," 4,673 ",100.66%," 4,476 ",105.09%
업종,전라남도,담양군," 1,894 "," 1,893 ",100.05%," 1,813 ",104.47%
업종,전라남도,목포시," 12,539 "," 12,498 ",100.33%," 12,358 ",101.46%
업종,전라남도,무안군," 3,654 "," 3,618 ",101.00%," 3,494 ",104.58%
업종,전라남도,보성군," 1,862 "," 1,865 ",99.84%," 1,829 ",101.80%
업종,전라남도,순천시," 13,572 "," 13,541 ",100.23%," 13,098 ",103.62%
업종,전라남도,신안군," 1,232 "," 1,225 ",100.57%," 1,170 ",105.30%
업종,전라남도,여수시," 14,561 "," 14,565 ",99.97%," 14,242 ",102.24%
업종,전라남도,영광군," 2,411 "," 2,401 ",100.42%," 2,298 ",104.92%
업종,전라남도,영암군," 2,102 "," 2,102 ",100.00%," 2,074 ",101.35%
업종,전라남도,완도군," 2,586 "," 2,575 ",100.43%," 2,431 ",106.38%
업종,전라남도,장성군," 1,635 "," 1,621 ",100.86%," 1,561 ",104.74%
업종,전라남도,장흥군," 1,699 "," 1,697 ",100.12%," 1,668 ",101.86%
업종,전라남도,진도군," 1,422 "," 1,410 ",100.85%," 1,332 ",106.76%
업종,전라남도,함평군," 1,049 "," 1,047 ",100.19%," 1,014 ",103.45%
업종,전라남도,해남군," 3,025 "," 3,011 ",100.46%," 2,938 ",102.96%
업종,전라남도,화순군," 2,430 "," 2,417 ",100.54%," 2,359 ",103.01%
업종,대구광역시,합계," 115,229 "," 114,676 ",100.48%," 110,699 ",104.09%
업종,대구광역시,중구," 11,900 "," 11,839 ",100.52%," 11,748 ",101.29%
업종,대구광역시,동구," 15,173 "," 15,090 ",100.55%," 14,564 ",104.18%
업종,대구광역시,남구," 8,097 "," 8,086 ",100.14%," 7,852 ",103.12%
업종,대구광역시,서구," 8,366 "," 8,347 ",100.23%," 8,338 ",100.34%
업종,대구광역시,달서구," 23,824 "," 23,690 ",100.57%," 22,734 ",104.79%
업종,대구광역시,달성군," 9,536 "," 9,473 ",100.67%," 8,831 ",107.98%
업종,대구광역시,북구," 18,361 "," 18,266 ",100.52%," 17,514 ",104.84%
업종,대구광역시,수성구," 19,972 "," 19,885 ",100.44%," 19,118 ",104.47%
업종,경상북도,합계," 129,587 "," 129,179 ",100.32%," 126,106 ",102.76%
업종,경상북도,경산시," 12,093 "," 12,042 ",100.42%," 11,581 ",104.42%
업종,경상북도,경주시," 14,255 "," 14,235 ",100.14%," 13,781 ",103.44%
업종,경상북도,고령군," 1,335 "," 1,330 ",100.38%," 1,287 ",103.73%
업종,경상북도,구미시," 19,566 "," 19,487 ",100.41%," 19,144 ",102.20%
업종,경상북도,군위군, 883 , 881 ,100.23%, 834 ,105.88%
업종,경상북도,김천시," 6,161 "," 6,146 ",100.24%," 6,056 ",101.73%
업종,경상북도,문경시," 3,811 "," 3,795 ",100.42%," 3,742 ",101.84%
업종,경상북도,봉화군," 1,365 "," 1,368 ",99.78%," 1,374 ",99.34%
업종,경상북도,상주시," 4,343 "," 4,347 ",99.91%," 4,308 ",100.81%
업종,경상북도,성주군," 1,949 "," 1,938 ",100.57%," 1,895 ",102.85%
업종,경상북도,안동시," 8,055 "," 8,045 ",100.12%," 7,966 ",101.12%
업종,경상북도,영덕군," 2,523 "," 2,515 ",100.32%," 2,463 ",102.44%
업종,경상북도,영양군, 710 , 710 ,100.00%, 732 ,96.99%
업종,경상북도,영주시," 5,866 "," 5,853 ",100.22%," 5,758 ",101.88%
업종,경상북도,영천시," 4,378 "," 4,379 ",99.98%," 4,280 ",102.29%
업종,경상북도,예천군," 2,223 "," 2,209 ",100.63%," 2,102 ",105.76%
업종,경상북도,울릉군, 725 , 724 ,100.14%, 698 ,103.87%
업종,경상북도,울진군," 2,915 "," 2,905 ",100.34%," 2,826 ",103.15%
업종,경상북도,의성군," 2,031 "," 2,018 ",100.64%," 2,010 ",101.04%
업종,경상북도,청도군," 2,065 "," 2,061 ",100.19%," 1,936 ",106.66%
업종,경상북도,청송군," 1,432 "," 1,427 ",100.35%," 1,439 ",99.51%
업종,경상북도,칠곡군," 5,595 "," 5,574 ",100.38%," 5,480 ",102.10%
업종,경상북도,포항시 남구," 11,757 "," 11,706 ",100.44%," 11,371 ",103.39%
업종,경상북도,포항시 북구," 13,551 "," 13,484 ",100.50%," 13,043 ",103.89%
업종,부산광역시,합계," 157,859 "," 157,267 ",100.38%," 152,648 ",103.41%
업종,부산광역시,중구," 6,533 "," 6,522 ",100.17%," 6,592 ",99.10%
업종,부산광역시,강서구," 6,313 "," 6,248 ",101.04%," 5,604 ",112.65%
업종,부산광역시,동구," 5,849 "," 5,851 ",99.97%," 5,693 ",102.74%
업종,부산광역시,남구," 10,959 "," 10,888 ",100.65%," 10,559 ",103.79%
업종,부산광역시,서구," 4,382 "," 4,381 ",100.02%," 4,317 ",101.51%
업종,부산광역시,금정구," 10,985 "," 10,982 ",100.03%," 10,727 ",102.41%
업종,부산광역시,기장군," 7,366 "," 7,311 ",100.75%," 6,949 ",106.00%
업종,부산광역시,동래구," 12,495 "," 12,447 ",100.39%," 12,065 ",103.56%
업종,부산광역시,부산진구," 19,746 "," 19,674 ",100.37%," 19,158 ",103.07%
업종,부산광역시,북구," 9,697 "," 9,654 ",100.45%," 9,410 ",103.05%
업종,부산광역시,사상구," 10,019 "," 10,001 ",100.18%," 9,823 ",102.00%
업종,부산광역시,사하구," 11,903 "," 11,879 ",100.20%," 11,567 ",102.90%
업종,부산광역시,수영구," 9,712 "," 9,688 ",100.25%," 9,328 ",104.12%
업종,부산광역시,연제구," 10,285 "," 10,220 ",100.64%," 9,848 ",104.44%
업종,부산광역시,영도구," 4,069 "," 4,067 ",100.05%," 4,076 ",99.83%
업종,부산광역시,해운대구," 17,546 "," 17,454 ",100.53%," 16,932 ",103.63%
업종,울산광역시,합계," 51,612 "," 51,419 ",100.38%," 50,215 ",102.78%
업종,울산광역시,중구," 9,826 "," 9,792 ",100.35%," 9,693 ",101.37%
업종,울산광역시,동구," 6,365 "," 6,350 ",100.24%," 6,287 ",101.24%
업종,울산광역시,남구," 18,663 "," 18,628 ",100.19%," 18,300 ",101.98%
업종,울산광역시,북구," 7,483 "," 7,402 ",101.09%," 6,884 ",108.70%
업종,울산광역시,울주군," 9,275 "," 9,247 ",100.30%," 9,051 ",102.47%
업종,경상남도,합계," 157,602 "," 157,090 ",100.33%," 152,959 ",103.04%
업종,경상남도,고성군," 2,360 "," 2,362 ",99.92%," 2,356 ",100.17%
업종,경상남도,거제시," 11,552 "," 11,522 ",100.26%," 11,280 ",102.41%
업종,경상남도,거창군," 2,965 "," 2,954 ",100.37%," 2,885 ",102.77%
업종,경상남도,김해시," 24,247 "," 24,112 ",100.56%," 23,164 ",104.68%
업종,경상남도,남해군," 2,415 "," 2,421 ",99.75%," 2,320 ",104.09%
업종,경상남도,밀양시," 5,010 "," 5,000 ",100.20%," 4,878 ",102.71%
업종,경상남도,사천시," 5,930 "," 5,929 ",100.02%," 5,896 ",100.58%
업종,경상남도,산청군," 1,740 "," 1,738 ",100.12%," 1,697 ",102.53%
업종,경상남도,양산시," 15,043 "," 14,982 ",100.41%," 14,314 ",105.09%
업종,경상남도,의령군, 964 , 963 ,100.10%, 942 ,102.34%
업종,경상남도,진주시," 17,957 "," 17,891 ",100.37%," 17,543 ",102.36%
업종,경상남도,창녕군," 2,902 "," 2,883 ",100.66%," 2,809 ",103.31%
업종,경상남도,창원시 마산합포구," 9,470 "," 9,452 ",100.19%," 9,238 ",102.51%
업종,경상남도,창원시 마산회원구," 8,400 "," 8,398 ",100.02%," 8,401 ",99.99%
업종,경상남도,창원시 성산구," 10,330 "," 10,274 ",100.55%," 10,073 ",102.55%
업종,경상남도,창원시 의창구," 12,134 "," 12,099 ",100.29%," 11,661 ",104.06%
업종,경상남도,창원시 진해구," 8,080 "," 8,063 ",100.21%," 7,724 ",104.61%
업종,경상남도,통영시," 7,383 "," 7,349 ",100.46%," 7,249 ",101.85%
업종,경상남도,하동군," 2,363 "," 2,355 ",100.34%," 2,295 ",102.96%
업종,경상남도,함안군," 2,790 "," 2,784 ",100.22%," 2,729 ",102.24%
업종,경상남도,함양군," 1,825 "," 1,820 ",100.27%," 1,805 ",101.11%
업종,경상남도,합천군," 1,742 "," 1,739 ",100.17%," 1,700 ",102.47%
업종,제주특별자치도,합계," 44,270 "," 43,971 ",100.68%," 41,345 ",107.07%
업종,제주특별자치도,서귀포시," 12,231 "," 12,122 ",100.90%," 11,284 ",108.39%
업종,제주특별자치도,제주시," 32,039 "," 31,849 ",100.60%," 30,061 ",106.58%
가구점,합계,합계," 7,522 "," 7,521 ",100.01%," 7,513 ",100.12%
가구점,서울특별시,합계," 1,024 "," 1,028 ",99.61%," 1,014 ",100.99%
가구점,서울특별시,종로구, 15 , 15 ,100.00%, 14 ,107.14%
가구점,서울특별시,중구, 71 , 71 ,100.00%, 72 ,98.61%
가구점,서울특별시,용산구, 37 , 38 ,97.37%, 39 ,94.87%
가구점,서울특별시,성동구, 18 , 18 ,100.00%, 13 ,138.46%
가구점,서울특별시,광진구, 46 , 46 ,100.00%, 54 ,85.19%
가구점,서울특별시,동대문구, 31 , 32 ,96.88%, 32 ,96.88%
가구점,서울특별시,중랑구, 29 , 29 ,100.00%, 28 ,103.57%
가구점,서울특별시,성북구, 37 , 37 ,100.00%, 36 ,102.78%
가구점,서울특별시,강북구, 31 , 31 ,100.00%, 29 ,106.90%
가구점,서울특별시,도봉구, 23 , 23 ,100.00%, 21 ,109.52%
가구점,서울특별시,노원구, 45 , 45 ,100.00%, 44 ,102.27%
가구점,서울특별시,은평구, 42 , 42 ,100.00%, 39 ,107.69%
가구점,서울특별시,서대문구, 68 , 68 ,100.00%, 69 ,98.55%
가구점,서울특별시,마포구, 29 , 30 ,96.67%, 26 ,111.54%
가구점,서울특별시,양천구, 31 , 32 ,96.88%, 31 ,100.00%
가구점,서울특별시,강서구, 38 , 37 ,102.70%, 40 ,95.00%
가구점,서울특별시,구로구, 27 , 28 ,96.43%, 28 ,96.43%
가구점,서울특별시,금천구, 21 , 20 ,105.00%, 19 ,110.53%
가구점,서울특별시,영등포구, 30 , 31 ,96.77%, 31 ,96.77%
가구점,서울특별시,동작구, 21 , 21 ,100.00%, 19 ,110.53%
가구점,서울특별시,관악구, 34 , 34 ,100.00%, 34 ,100.00%
가구점,서울특별시,서초구, 100 , 100 ,100.00%, 99 ,101.01%
가구점,서울특별시,강남구, 98 , 98 ,100.00%, 97 ,101.03%
가구점,서울특별시,송파구, 73 , 73 ,100.00%, 73 ,100.00%
가구점,서울특별시,강동구, 29 , 29 ,100.00%, 27 ,107.41%
가구점,인천광역시,합계, 300 , 299 ,100.33%, 295 ,101.69%
가구점,인천광역시,중구, 14 , 13 ,107.69%, 15 ,93.33%
가구점,인천광역시,동구, 14 , 14 ,100.00%, 14 ,100.00%
가구점,인천광역시,연수구, 17 , 17 ,100.00%, 21 ,80.95%
가구점,인천광역시,남동구, 68 , 67 ,101.49%, 58 ,117.24%
가구점,인천광역시,부평구, 38 , 38 ,100.00%, 39 ,97.44%
가구점,인천광역시,계양구, 31 , 31 ,100.00%, 28 ,110.71%
가구점,인천광역시,서구, 63 , 62 ,101.61%, 61 ,103.28%
가구점,인천광역시,강화군, 6 , 6 ,100.00%, 6 ,100.00%
가구점,인천광역시,옹진군, * , * ,, * ,
가구점,인천광역시,미추홀구, 47 , 49 ,95.92%, 51 ,92.16%
가구점,경기도,합계," 1,916 "," 1,908 ",100.42%," 1,889 ",101.43%
가구점,경기도,수원시 장안구, 21 , 21 ,100.00%, 22 ,95.45%
가구점,경기도,수원시 권선구, 44 , 44 ,100.00%, 38 ,115.79%
가구점,경기도,수원시 팔달구, 27 , 27 ,100.00%, 32 ,84.38%
가구점,경기도,수원시 영통구, 19 , 19 ,100.00%, 19 ,100.00%
가구점,경기도,성남시 수정구, 23 , 22 ,104.55%, 23 ,100.00%
가구점,경기도,성남시 중원구, 32 , 32 ,100.00%, 32 ,100.00%
가구점,경기도,성남시 분당구, 54 , 55 ,98.18%, 54 ,100.00%
가구점,경기도,의정부시, 51 , 51 ,100.00%, 51 ,100.00%
가구점,경기도,안양시 만안구, 14 , 14 ,100.00%, 14 ,100.00%
가구점,경기도,안양시 동안구, 55 , 55 ,100.00%, 57 ,96.49%
가구점,경기도,부천시, 74 , 74 ,100.00%, 77 ,96.10%
가구점,경기도,광명시, 38 , 38 ,100.00%, 43 ,88.37%
가구점,경기도,평택시, 84 , 82 ,102.44%, 78 ,107.69%
가구점,경기도,동두천시, 16 , 15 ,106.67%, 15 ,106.67%
가구점,경기도,안산시 상록구, 59 , 60 ,98.33%, 59 ,100.00%
가구점,경기도,안산시 단원구, 31 , 30 ,103.33%, 29 ,106.90%
