사업자 현황(2월/100대 생활업종),,,,,,,
*조회년월,,2019년 2월,,,,,
,,,,,,,
,,,"(단위 : 인원수, %)",,,,
업종전체,인천광역시,동구,"2,743","2,733",100.37%,"2,763",99.28%
업종전체,인천광역시,남구,0,*,0.00%,"16,274",0.00%
업종전체,인천광역시,미추홀구,"16,697","16,621",100.46%,0,/0
업종전체,인천광역시,연수구,"12,177","12,066",100.92%,"11,452",106.33%
업종전체,인천광역시,남동구,"21,503","21,400",100.48%,"20,651",104.13%
업종전체,인천광역시,부평구,"19,861","19,795",100.33%,"19,275",103.04%
업종전체,인천광역시,계양구,"11,276","11,261",100.13%,"10,980",102.70%
업종전체,인천광역시,서구,"19,954","19,811",100.72%,"18,407",108.40%
업종전체,인천광역시,강화군,"3,835","3,827",100.21%,"3,693",103.85%
업종전체,인천광역시,옹진군,"1,228","1,226",100.16%,"1,203",102.08%
업종전체,경기도,합계,"523,587","520,472",100.60%,"497,903",105.16%
업종전체,경기도,수원시 장안구,"10,214","10,183",100.30%,"10,020",101.94%
업종전체,경기도,수원시 권선구,"12,548","12,478",100.56%,"11,862",105.78%
업종전체,경기도,수원시 팔달구,"11,638","11,615",100.20%,"11,740",99.13%
업종전체,경기도,수원시 영통구,"12,813","12,740",100.57%,"12,054",106.30%
업종전체,경기도,성남시 수정구,"9,557","9,517",100.42%,"9,229",103.55%
업종전체,경기도,성남시 중원구,"9,683","9,642",100.43%,"9,685",99.98%
업종전체,경기도,성남시 분당구,"20,826","20,738",100.42%,"20,244",102.87%
업종전체,경기도,의정부시,"19,161","19,083",100.41%,"18,634",102.83%
업종전체,경기도,안양시 만안구,"9,842","9,809",100.34%,"9,671",101.77%
업종전체,경기도,안양시 동안구,"13,861","13,783",100.57%,"13,330",103.98%
업종전체,경기도,부천시,"34,605","34,492",100.33%,"33,773",102.46%
업종전체,경기도,광명시,"11,315","11,265",100.44%,"11,023",102.65%
업종전체,경기도,평택시,"22,642","22,544",100.43%,"21,757",104.07%
업종전체,경기도,동두천시,"4,161","4,134",100.65%,"4,106",101.34%
업종전체,경기도,안산시 상록구,"12,455","12,383",100.58%,"12,195",102.13%
업종전체,경기도,안산시 단원구,"15,599","15,520",100.51%,"15,236",102.38%
업종전체,경기도,고양시 덕양구,"16,215","16,100",100.71%,"15,402",105.28%
업종전체,경기도,고양시 일산동구,"15,687","15,618",100.44%,"14,901",105.27%
업종전체,경기도,고양시 일산서구,"11,175","11,137",100.34%,"10,951",102.05%
업종전체,경기도,과천시,"2,236","2,232",100.18%,"2,177",102.71%
업종전체,경기도,구리시,"8,861","8,820",100.46%,"8,447",104.90%
업종전체,경기도,남양주시,"25,470","25,266",100.81%,"23,733",107.32%
업종전체,경기도,오산시,"8,062","8,005",100.71%,"7,640",105.52%
업종전체,경기도,시흥시,"18,356","18,213",100.79%,"16,954",108.27%
업종전체,경기도,군포시,"9,316","9,277",100.42%,"8,966",103.90%
업종전체,경기도,의왕시,"4,821","4,789",100.67%,"4,608",104.62%
업종전체,경기도,하남시,"9,302","9,180",101.33%,"7,625",121.99%
업종전체,경기도,용인시 처인구,"10,750","10,635",101.08%,"9,780",109.92%
업종전체,경기도,용인시 기흥구,"14,152","14,047",100.75%,"13,262",106.71%
업종전체,경기도,용인시 수지구,"10,458","10,352",101.02%,"9,872",105.94%
업종전체,경기도,파주시,"17,686","17,557",100.73%,"16,458",107.46%
업종전체,경기도,이천시,"9,212","9,176",100.39%,"8,925",103.22%
업종전체,경기도,안성시,"8,018","7,975",100.54%,"7,774",103.14%
업종전체,경기도,김포시,"16,831","16,683",100.89%,"14,764",114.00%
업종전체,경기도,화성시,"28,342","28,024",101.13%,"25,710",110.24%
업종전체,경기도,광주시,"13,659","13,541",100.87%,"12,763",107.02%
업종전체,경기도,양주시,"8,445","8,386",100.70%,"7,841",107.70%
업종전체,경기도,포천시,"8,066","8,050",100.20%,"7,873",102.45%
업종전체,경기도,여주시,"5,223","5,221",100.04%,"5,115",102.11%
업종전체,경기도,연천군,"2,137","2,124",100.61%,"2,124",100.61%
업종전체,경기도,가평군,"4,531","4,519",100.27%,"4,358",103.97%
업종전체,경기도,양평군,"5,656","5,619",100.66%,"5,321",106.30%
업종전체,강원도,합계,"82,869","82,677",100.23%,"81,551",101.62%
업종전체,강원도,춘천시,"13,771","13,731",100.29%,"13,649",100.89%
업종전체,강원도,원주시,"17,230","17,158",100.42%,"16,794",102.60%
업종전체,강원도,강릉시,"12,099","12,053",100.38%,"11,852",102.08%
업종전체,강원도,동해시,"4,761","4,758",100.06%,"4,722",100.83%
업종전체,강원도,태백시,"2,268","2,268",100.00%,"2,240",101.25%
업종전체,강원도,속초시,"5,589","5,572",100.31%,"5,526",101.14%
업종전체,강원도,삼척시,"3,389","3,377",100.36%,"3,351",101.13%
업종전체,강원도,홍천군,"3,798","3,804",99.84%,"3,676",103.32%
업종전체,강원도,횡성군,"2,177","2,182",99.77%,"2,149",101.30%
업종전체,강원도,영월군,"2,068","2,063",100.24%,"2,041",101.32%
업종전체,강원도,평창군,"2,847","2,849",99.93%,"2,888",98.58%
업종전체,강원도,정선군,"2,345","2,349",99.83%,"2,312",101.43%
업종전체,강원도,철원군,"2,325","2,319",100.26%,"2,336",99.53%
업종전체,강원도,화천군,"1,290","1,302",99.08%,"1,254",102.87%
업종전체,강원도,양구군,"1,181","1,162",101.64%,"1,158",101.99%
업종전체,강원도,인제군,"2,070","2,063",100.34%,"2,027",102.12%
업종전체,강원도,고성군,"1,612","1,619",99.57%,"1,587",101.58%
업종전체,강원도,양양군,"2,049","2,048",100.05%,"1,989",103.02%
업종전체,대전광역시,합계,"68,310","68,001",100.45%,"67,210",101.64%
업종전체,대전광역시,동구,"10,128","10,063",100.65%,"9,983",101.45%
업종전체,대전광역시,중구,"12,078","12,037",100.34%,"11,930",101.24%
업종전체,대전광역시,서구,"22,714","22,614",100.44%,"22,319",101.77%
업종전체,대전광역시,유성구,"15,290","15,183",100.70%,"14,801",103.30%
업종전체,대전광역시,대덕구,"8,100","8,104",99.95%,"8,177",99.06%
업종전체,충청북도,합계,"74,571","74,301",100.36%,"72,861",102.35%
업종전체,충청북도,청주시 상당구,"8,621","8,597",100.28%,"8,363",103.09%
업종전체,충청북도,청주시 서원구,"8,882","8,854",100.32%,"8,879",100.03%
업종전체,충청북도,청주시 흥덕구,"11,664","11,594",100.60%,"11,298",103.24%
업종전체,충청북도,청주시 청원구,"8,393","8,349",100.53%,"8,034",104.47%
업종전체,충청북도,충주시,"10,379","10,352",100.26%,"10,210",101.66%
업종전체,충청북도,제천시,"7,308","7,311",99.96%,"7,228",101.11%
업종전체,충청북도,보은군,"1,589","1,585",100.25%,"1,569",101.27%
업종전체,충청북도,옥천군,"2,075","2,063",100.58%,"2,016",102.93%
업종전체,충청북도,영동군,"2,181","2,177",100.18%,"2,136",102.11%
업종전체,충청북도,증평군,"1,778","1,759",101.08%,"1,729",102.83%
업종전체,충청북도,진천군,"3,545","3,526",100.54%,"3,410",103.96%
업종전체,충청북도,괴산군,"1,721","1,716",100.29%,"1,701",101.18%
업종전체,충청북도,음성군,"4,729","4,710",100.40%,"4,639",101.94%
업종전체,충청북도,단양군,"1,706","1,708",99.88%,"1,649",103.46%
업종전체,충청남도,합계,"97,898","97,599",100.31%,"95,466",102.55%
업종전체,충청남도,천안시 동남구,"12,030","11,989",100.34%,"11,669",103.09%
업종전체,충청남도,천안시 서북구,"16,855","16,750",100.63%,"15,734",107.12%
업종전체,충청남도,공주시,"5,344","5,350",99.89%,"5,303",100.77%
업종전체,충청남도,보령시,"5,509","5,513",99.93%,"5,422",101.60%
업종전체,충청남도,아산시,"12,690","12,638",100.41%,"12,312",103.07%
업종전체,충청남도,서산시,"8,155","8,106",100.60%,"7,995",102.00%
업종전체,충청남도,논산시,"5,779","5,766",100.23%,"5,673",101.87%
업종전체,충청남도,계룡시,"1,465","1,464",100.07%,"1,468",99.80%
업종전체,충청남도,당진시,"7,591","7,556",100.46%,"7,528",100.84%
업종전체,충청남도,금산군,"3,116","3,111",100.16%,"3,063",101.73%
업종전체,충청남도,부여군,"2,707","2,699",100.30%,"2,664",101.61%
업종전체,충청남도,서천군,"2,455","2,441",100.57%,"2,472",99.31%
업종전체,충청남도,청양군,"1,284","1,286",99.84%,"1,279",100.39%
업종전체,충청남도,홍성군,"4,725","4,719",100.13%,"4,727",99.96%
업종전체,충청남도,예산군,"3,883","3,891",99.79%,"3,912",99.26%
업종전체,충청남도,태안군,"4,310","4,320",99.77%,"4,245",101.53%
업종전체,세종특별자치시,합계,"11,441","11,313",101.13%,"10,015",114.24%
업종전체,세종특별자치시,세종시,"11,441","11,313",101.13%,"10,015",114.24%
업종전체,광주광역시,합계,"68,245","67,965",100.41%,"66,275",102.97%
업종전체,광주광역시,동구,"8,269","8,237",100.39%,"8,203",100.80%
업종전체,광주광역시,서구,"15,933","15,852",100.51%,"15,534",102.57%
업종전체,광주광역시,남구,"8,449","8,421",100.33%,"8,227",102.70%
업종전체,광주광역시,북구,"18,862","18,819",100.23%,"18,329",102.91%
업종전체,광주광역시,광산구,"16,732","16,636",100.58%,"15,982",104.69%
업종전체,전라북도,합계,"82,532","82,317",100.26%,"81,084",101.79%
업종전체,전라북도,전주시 완산구,"18,271","18,230",100.22%,"18,353",99.55%
업종전체,전라북도,전주시 덕진구,"13,490","13,421",100.51%,"12,751",105.80%
업종전체,전라북도,군산시,"12,969","12,936",100.26%,"12,754",101.69%
업종전체,전라북도,익산시,"12,385","12,359",100.21%,"12,278",100.87%
업종전체,전라북도,정읍시,"4,706","4,708",99.96%,"4,656",101.07%
업종전체,전라북도,남원시,"3,973","3,973",100.00%,"3,891",102.11%
업종전체,전라북도,김제시,"3,122","3,107",100.48%,"3,082",101.30%
업종전체,전라북도,완주군,"3,659","3,650",100.25%,"3,510",104.25%
업종전체,전라북도,진안군,970,971,99.90%,940,103.19%
업종전체,전라북도,무주군,"1,321","1,330",99.32%,"1,318",100.23%
업종전체,전라북도,장수군,804,809,99.38%,810,99.26%
업종전체,전라북도,임실군,"1,031","1,026",100.49%,"1,012",101.88%
업종전체,전라북도,순창군,"1,011","1,004",100.70%,968,104.44%
업종전체,전라북도,고창군,"2,185","2,171",100.64%,"2,148",101.72%
업종전체,전라북도,부안군,"2,635","2,622",100.50%,"2,613",100.84%
업종전체,전라남도,합계,"83,006","82,774",100.28%,"81,534",101.81%
업종전체,전라남도,목포시,"12,336","12,291",100.37%,"12,326",100.08%
업종전체,전라남도,여수시,"14,245","14,202",100.30%,"13,858",102.79%
업종전체,전라남도,순천시,"13,102","13,046",100.43%,"12,751",102.75%
업종전체,전라남도,나주시,"4,515","4,498",100.38%,"4,279",105.52%
업종전체,전라남도,광양시,"6,724","6,709",100.22%,"6,590",102.03%
업종전체,전라남도,담양군,"1,789","1,783",100.34%,"1,780",100.51%
업종전체,전라남도,곡성군,999,993,100.60%,969,103.10%
업종전체,전라남도,구례군,"1,193","1,192",100.08%,"1,207",98.84%
업종전체,전라남도,고흥군,"2,489","2,492",99.88%,"2,499",99.60%
업종전체,전라남도,보성군,"1,818","1,818",100.00%,"1,830",99.34%
업종전체,전라남도,화순군,"2,360","2,357",100.13%,"2,299",102.65%
업종전체,전라남도,장흥군,"1,652","1,650",100.12%,"1,672",98.80%
업종전체,전라남도,강진군,"1,491","1,484",100.47%,"1,473",101.22%
업종전체,전라남도,해남군,"2,932","2,922",100.34%,"2,909",100.79%
업종전체,전라남도,영암군,"2,056","2,061",99.76%,"2,091",98.33%
업종전체,전라남도,무안군,"3,490","3,485",100.14%,"3,375",103.41%
업종전체,전라남도,함평군,"1,016","1,014",100.20%,973,104.42%
업종전체,전라남도,영광군,"2,296","2,296",100.00%,"2,269",101.19%
업종전체,전라남도,장성군,"1,565","1,552",100.84%,"1,527",102.49%
업종전체,전라남도,완도군,"2,442","2,439",100.12%,"2,330",104.81%
업종전체,전라남도,진도군,"1,338","1,334",100.30%,"1,348",99.26%
업종전체,전라남도,신안군,"1,158","1,156",100.17%,"1,179",98.22%
업종전체,대구광역시,합계,"111,380","110,847",100.48%,"107,825",103.30%
업종전체,대구광역시,중구,"11,730","11,689",100.35%,"11,544",101.61%
업종전체,대구광역시,동구,"14,670","14,603",100.46%,"14,147",103.70%
업종전체,대구광역시,서구,"8,370","8,343",100.32%,"8,359",100.13%
업종전체,대구광역시,남구,"7,896","7,864",100.41%,"7,666",103.00%
업종전체,대구광역시,북구,"17,615","17,555",100.34%,"17,094",103.05%
업종전체,대구광역시,수성구,"19,171","19,086",100.45%,"18,527",103.48%
업종전체,대구광역시,달서구,"22,946","22,814",100.58%,"22,131",103.68%
업종전체,대구광역시,달성군,"8,982","8,893",101.00%,"8,357",107.48%
업종전체,경상북도,합계,"125,839","125,481",100.29%,"123,864",101.59%
업종전체,경상북도,포항시 남구,"11,368","11,323",100.40%,"11,190",101.59%
업종전체,경상북도,포항시 북구,"13,058","13,008",100.38%,"13,125",99.49%
업종전체,경상북도,경주시,"13,897","13,814",100.60%,"13,456",103.28%
업종전체,경상북도,김천시,"6,035","6,014",100.35%,"5,891",102.44%
업종전체,경상북도,안동시,"7,953","7,941",100.15%,"7,800",101.96%
업종전체,경상북도,구미시,"19,016","18,977",100.21%,"18,742",101.46%
업종전체,경상북도,영주시,"5,721","5,733",99.79%,"5,683",100.67%
업종전체,경상북도,영천시,"4,255","4,262",99.84%,"4,221",100.81%
업종전체,경상북도,상주시,"4,302","4,293",100.21%,"4,298",100.09%
업종전체,경상북도,문경시,"3,710","3,717",99.81%,"3,699",100.30%
업종전체,경상북도,경산시,"11,545","11,515",100.26%,"11,111",103.91%
업종전체,경상북도,군위군,825,827,99.76%,823,100.24%
업종전체,경상북도,의성군,"1,977","1,984",99.65%,"1,976",100.05%
업종전체,경상북도,청송군,"1,423","1,413",100.71%,"1,451",98.07%
업종전체,경상북도,영양군,727,729,99.73%,725,100.28%
업종전체,경상북도,영덕군,"2,446","2,444",100.08%,"2,410",101.49%
업종전체,경상북도,청도군,"1,960","1,942",100.93%,"1,900",103.16%
업종전체,경상북도,고령군,"1,282","1,279",100.23%,"1,283",99.92%
업종전체,경상북도,성주군,"1,899","1,894",100.26%,"1,851",102.59%
업종전체,경상북도,칠곡군,"5,458","5,423",100.65%,"5,415",100.79%
업종전체,경상북도,예천군,"2,108","2,082",101.25%,"1,956",107.77%
업종전체,경상북도,봉화군,"1,359","1,360",99.93%,"1,362",99.78%
업종전체,경상북도,울진군,"2,827","2,820",100.25%,"2,801",100.93%
업종전체,경상북도,울릉군,688,687,100.15%,695,98.99%
업종전체,부산광역시,합계,"153,305","152,670",100.42%,"149,746",102.38%
업종전체,부산광역시,중구,"6,539","6,542",99.95%,"6,570",99.53%
업종전체,부산광역시,서구,"4,332","4,295",100.86%,"4,223",102.58%
업종전체,부산광역시,동구,"5,708","5,698",100.18%,"5,652",100.99%
업종전체,부산광역시,영도구,"4,051","4,043",100.20%,"3,991",101.50%
업종전체,부산광역시,부산진구,"19,291","19,202",100.46%,"18,805",102.58%
업종전체,부산광역시,동래구,"12,076","12,051",100.21%,"11,875",101.69%
업종전체,부산광역시,남구,"10,655","10,629",100.24%,"10,102",105.47%
업종전체,부산광역시,북구,"9,441","9,396",100.48%,"9,430",100.12%
업종전체,부산광역시,해운대구,"17,035","16,928",100.63%,"16,607",102.58%
업종전체,부산광역시,사하구,"11,652","11,595",100.49%,"11,283",103.27%
업종전체,부산광역시,금정구,"10,694","10,688",100.06%,"10,613",100.76%
업종전체,부산광역시,강서구,"5,735","5,667",101.20%,"5,303",108.15%
업종전체,부산광역시,연제구,"9,899","9,868",100.31%,"9,617",102.93%
업종전체,부산광역시,수영구,"9,363","9,316",100.50%,"9,152",102.31%
업종전체,부산광역시,사상구,"9,844","9,811",100.34%,"9,824",100.20%
업종전체,부산광역시,기장군,"6,990","6,941",100.71%,"6,699",104.34%
업종전체,울산광역시,합계,"50,337","50,134",100.40%,"49,574",101.54%
업종전체,울산광역시,중구,"9,666","9,658",100.08%,"9,538",101.34%
업종전체,울산광역시,남구,"18,387","18,329",100.32%,"18,227",100.88%
업종전체,울산광역시,동구,"6,287","6,267",100.32%,"6,366",98.76%
업종전체,울산광역시,북구,"6,966","6,911",100.80%,"6,635",104.99%
업종전체,울산광역시,울주군,"9,031","8,969",100.69%,"8,808",102.53%
업종전체,경상남도,합계,"153,264","152,758",100.33%,"149,470",102.54%
업종전체,경상남도,창원시 의창구,"11,765","11,676",100.76%,"11,281",104.29%
업종전체,경상남도,창원시 성산구,"10,064","10,035",100.29%,"9,827",102.41%
업종전체,경상남도,창원시 마산합포구,"9,201","9,195",100.07%,"9,114",100.95%
업종전체,경상남도,창원시 마산회원구,"8,382","8,351",100.37%,"8,343",100.47%
업종전체,경상남도,창원시 진해구,"7,793","7,746",100.61%,"7,494",103.99%
업종전체,경상남도,진주시,"17,546","17,468",100.45%,"17,227",101.85%
업종전체,경상남도,통영시,"7,214","7,226",99.83%,"7,125",101.25%
업종전체,경상남도,사천시,"5,851","5,866",99.74%,"5,714",102.40%
업종전체,경상남도,김해시,"23,341","23,225",100.50%,"22,651",103.05%
업종전체,경상남도,밀양시,"4,889","4,877",100.25%,"4,766",102.58%
업종전체,경상남도,거제시,"11,271","11,261",100.09%,"11,067",101.84%
업종전체,경상남도,양산시,"14,422","14,343",100.55%,"13,595",106.08%
업종전체,경상남도,의령군,948,941,100.74%,923,102.71%
업종전체,경상남도,함안군,"2,730","2,721",100.33%,"2,658",102.71%
업종전체,경상남도,창녕군,"2,790","2,786",100.14%,"2,782",100.29%
업종전체,경상남도,고성군,"2,337","2,348",99.53%,"2,327",100.43%
업종전체,경상남도,남해군,"2,330","2,321",100.39%,"2,252",103.46%
업종전체,경상남도,하동군,"2,292","2,293",99.96%,"2,287",100.22%
업종전체,경상남도,산청군,"1,696","1,690",100.36%,"1,634",103.79%
업종전체,경상남도,함양군,"1,790","1,798",99.56%,"1,812",98.79%
업종전체,경상남도,거창군,"2,896","2,886",100.35%,"2,868",100.98%
업종전체,경상남도,합천군,"1,716","1,705",100.65%,"1,723",99.59%
업종전체,제주특별자치도,합계,"41,707","41,459",100.60%,"39,038",106.84%
업종전체,제주특별자치도,제주시,"30,273","30,108",100.55%,"28,317",106.91%
업종전체,제주특별자치도,서귀포시,"11,434","11,351",100.73%,"10,721",106.65%
가구점,합계,합계,"7,473","7,450",100.31%,"7,571",98.71%
가구점,서울특별시,합계,"1,015","1,015",100.00%,"1,050",96.67%
가구점,서울특별시,종로구,15,15,100.00%,15,100.00%
가구점,서울특별시,중구,71,71,100.00%,70,101.43%
가구점,서울특별시,용산구,36,36,100.00%,40,90.00%
가구점,서울특별시,성동구,15,15,100.00%,14,107.14%
가구점,서울특별시,광진구,52,52,100.00%,54,96.30%
가구점,서울특별시,동대문구,31,31,100.00%,31,100.00%
가구점,서울특별시,중랑구,28,28,100.00%,31,90.32%
가구점,서울특별시,성북구,37,36,102.78%,36,102.78%
가구점,서울특별시,강북구,29,28,103.57%,30,96.67%
가구점,서울특별시,도봉구,21,21,100.00%,20,105.00%
가구점,서울특별시,노원구,44,44,100.00%,45,97.78%
가구점,서울특별시,은평구,39,39,100.00%,41,95.12%
가구점,서울특별시,서대문구,69,69,100.00%,74,93.24%
가구점,서울특별시,마포구,28,28,100.00%,26,107.69%
가구점,서울특별시,양천구,34,33,103.03%,36,94.44%
가구점,서울특별시,강서구,41,42,97.62%,41,100.00%
가구점,서울특별시,구로구,28,28,100.00%,32,87.50%
가구점,서울특별시,금천구,20,20,100.00%,20,100.00%
가구점,서울특별시,영등포구,29,30,96.67%,32,90.63%
가구점,서울특별시,동작구,19,19,100.00%,26,73.08%
가구점,서울특별시,관악구,35,35,100.00%,36,97.22%
가구점,서울특별시,서초구,98,97,101.03%,105,93.33%
가구점,서울특별시,강남구,96,98,97.96%,93,103.23%
가구점,서울특별시,송파구,73,73,100.00%,69,105.80%
가구점,서울특별시,강동구,27,27,100.00%,33,81.82%
가구점,인천광역시,합계,291,292,99.66%,295,98.64%
가구점,인천광역시,중구,15,15,100.00%,15,100.00%
가구점,인천광역시,동구,13,13,100.00%,15,86.67%
가구점,인천광역시,남구,0,0,/0,52,0.00%
가구점,인천광역시,미추홀구,46,46,100.00%,0,/0
가구점,인천광역시,연수구,20,20,100.00%,20,100.00%
가구점,인천광역시,남동구,62,62,100.00%,64,96.88%
가구점,인천광역시,부평구,38,38,100.00%,40,95.00%
가구점,인천광역시,계양구,29,29,100.00%,25,116.00%
가구점,인천광역시,서구,60,61,98.36%,58,103.45%
가구점,인천광역시,강화군,6,6,100.00%,5,120.00%
가구점,인천광역시,옹진군,*,*,100.00%,*,200.00%
가구점,경기도,합계,"1,880","1,873",100.37%,"1,856",101.29%
가구점,경기도,수원시 장안구,22,21,104.76%,22,100.00%
가구점,경기도,수원시 권선구,38,38,100.00%,39,97.44%
가구점,경기도,수원시 팔달구,28,31,90.32%,34,82.35%
가구점,경기도,수원시 영통구,18,18,100.00%,21,85.71%
가구점,경기도,성남시 수정구,22,23,95.65%,22,100.00%
가구점,경기도,성남시 중원구,31,32,96.88%,36,86.11%
가구점,경기도,성남시 분당구,53,52,101.92%,54,98.15%
가구점,경기도,의정부시,50,49,102.04%,50,100.00%
가구점,경기도,안양시 만안구,14,14,100.00%,15,93.33%
가구점,경기도,안양시 동안구,56,56,100.00%,57,98.25%
가구점,경기도,부천시,75,76,98.68%,75,100.00%
가구점,경기도,광명시,46,43,106.98%,41,112.20%
가구점,경기도,평택시,75,78,96.15%,78,96.15%
가구점,경기도,동두천시,15,15,100.00%,16,93.75%
가구점,경기도,안산시 상록구,60,60,100.00%,58,103.45%
가구점,경기도,안산시 단원구,29,28,103.57%,33,87.88%
가구점,경기도,고양시 덕양구,50,48,104.17%,48,104.17%
가구점,경기도,고양시 일산동구,87,85,102.35%,87,100.00%
가구점,경기도,고양시 일산서구,74,74,100.00%,81,91.36%
가구점,경기도,과천시,7,6,116.67%,6,116.67%
가구점,경기도,구리시,18,19,94.74%,19,94.74%
가구점,경기도,남양주시,131,131,100.00%,121,108.26%
가구점,경기도,오산시,31,30,103.33%,32,96.88%
가구점,경기도,시흥시,56,55,101.82%,59,94.92%
가구점,경기도,군포시,19,19,100.00%,22,86.36%
가구점,경기도,의왕시,28,28,100.00%,25,112.00%
가구점,경기도,하남시,39,38,102.63%,31,125.81%
가구점,경기도,용인시 처인구,41,41,100.00%,40,102.50%
가구점,경기도,용인시 기흥구,52,50,104.00%,49,106.12%
가구점,경기도,용인시 수지구,37,38,97.37%,38,97.37%
가구점,경기도,파주시,103,103,100.00%,94,109.57%
가구점,경기도,이천시,32,33,96.97%,29,110.34%
가구점,경기도,안성시,32,32,100.00%,32,100.00%
가구점,경기도,김포시,58,57,101.75%,55,105.45%
가구점,경기도,화성시,100,102,98.04%,100,100.00%
가구점,경기도,광주시,98,98,100.00%,87,112.64%
가구점,경기도,양주시,23,23,100.00%,27,85.19%
가구점,경기도,포천시,76,75,101.33%,73,104.11%
가구점,경기도,여주시,15,14,107.14%,14,107.14%
가구점,경기도,연천군,9,9,100.00%,9,100.00%
가구점,경기도,가평군,8,8,100.00%,8,100.00%
가구점,경기도,양평군,24,23,104.35%,19,126.32%
가구점,강원도,합계,302,300,100.67%,315,95.87%
가구점,강원도,춘천시,44,44,100.00%,48,91.67%
가구점,강원도,원주시,92,92,100.00%,96,95.83%
가구점,강원도,강릉시,51,51,100.00%,56,91.07%
가구점,강원도,동해시,25,25,100.00%,24,104.17%
가구점,강원도,태백시,7,7,100.00%,8,87.50%
가구점,강원도,속초시,15,15,100.00%,18,83.33%
가구점,강원도,삼척시,5,5,100.00%,5,100.00%
가구점,강원도,홍천군,19,19,100.00%,17,111.76%
가구점,강원도,횡성군,5,5,100.00%,5,100.00%
가구점,강원도,영월군,6,5,120.00%,6,100.00%
가구점,강원도,평창군,5,5,100.00%,6,83.33%
가구점,강원도,정선군,6,6,100.00%,5,120.00%
가구점,강원도,철원군,7,7,100.00%,7,100.00%
가구점,강원도,화천군,*,*,100.00%,*,50.00%
가구점,강원도,양구군,*,*,100.00%,*,100.00%
가구점,강원도,인제군,7,7,100.00%,7,100.00%
가구점,강원도,고성군,*,*,200.00%,0,/0
가구점,강원도,양양군,3,3,100.00%,3,100.00%
가구점,대전광역시,합계,213,214,99.53%,221,96.38%
가구점,대전광역시,동구,23,23,100.00%,22,104.55%
가구점,대전광역시,중구,47,47,100.00%,54,87.04%
가구점,대전광역시,서구,51,52,98.08%,53,96.23%
가구점,대전광역시,유성구,60,60,100.00%,57,105.26%
가구점,대전광역시,대덕구,32,32,100.00%,35,91.43%
가구점,충청북도,합계,288,287,100.35%,302,95.36%
가구점,충청북도,청주시 상당구,36,36,100.00%,41,87.80%
가구점,충청북도,청주시 서원구,76,75,101.33%,75,101.33%
가구점,충청북도,청주시 흥덕구,29,29,100.00%,35,82.86%
가구점,충청북도,청주시 청원구,20,20,100.00%,20,100.00%
가구점,충청북도,충주시,42,42,100.00%,45,93.33%
가구점,충청북도,제천시,36,36,100.00%,36,100.00%
가구점,충청북도,보은군,6,6,100.00%,6,100.00%
가구점,충청북도,옥천군,6,6,100.00%,6,100.00%
