사업자 현황 (6월/100대 생활업종),,,,,,,,,,,,,,,,
*조회년월,,2019년 6월,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,"(단위 : 인원수, %)",,,,,,,,,,,,,
구분,,, 사업자 수,,,,,,,,,,,,,
업종,시도,시군구,당월①,전월②,증감율(①/②),전년동월③,증감율(①/③),,,,,,,,,
여행사,강원도,평창군,22,21,104.76%,19,115.79%,,,,,,,,,
여행사,강원도,정선군,16,16,100.00%,13,123.08%,,,,,,,,,
여행사,강원도,철원군,9,9,100.00%,9,100.00%,,,,,,,,,
여행사,강원도,화천군,5,5,100.00%,4,125.00%,,,,,,,,,
여행사,강원도,양구군,*,*,100.00%,*,100.00%,,,,,,,,,
여행사,강원도,인제군,8,8,100.00%,6,133.33%,,,,,,,,,
여행사,강원도,고성군,6,6,100.00%,5,120.00%,,,,,,,,,
여행사,강원도,양양군,6,6,100.00%,7,85.71%,,,,,,,,,
여행사,대전광역시,합계,319,321,99.38%,312,102.24%,,,,,,,,,
여행사,대전광역시,동구,27,28,96.43%,29,93.10%,,,,,,,,,
여행사,대전광역시,중구,69,71,97.18%,68,101.47%,,,,,,,,,
여행사,대전광역시,서구,136,136,100.00%,131,103.82%,,,,,,,,,
여행사,대전광역시,대덕구,15,14,107.14%,14,107.14%,,,,,,,,,
여행사,대전광역시,유성구,72,72,100.00%,70,102.86%,,,,,,,,,
여행사,충청북도,합계,281,282,99.65%,277,101.44%,,,,,,,,,
여행사,충청북도,괴산군,6,5,120.00%,4,150.00%,,,,,,,,,
여행사,충청북도,단양군,8,8,100.00%,10,80.00%,,,,,,,,,
여행사,충청북도,보은군,4,4,100.00%,4,100.00%,,,,,,,,,
여행사,충청북도,영동군,9,9,100.00%,8,112.50%,,,,,,,,,
여행사,충청북도,옥천군,7,7,100.00%,7,100.00%,,,,,,,,,
여행사,충청북도,음성군,19,19,100.00%,20,95.00%,,,,,,,,,
여행사,충청북도,제천시,18,18,100.00%,20,90.00%,,,,,,,,,
여행사,충청북도,증평군,4,4,100.00%,4,100.00%,,,,,,,,,
여행사,충청북도,진천군,8,8,100.00%,8,100.00%,,,,,,,,,
여행사,충청북도,청주시 상당구,66,65,101.54%,64,103.13%,,,,,,,,,
여행사,충청북도,청주시 서원구,37,39,94.87%,36,102.78%,,,,,,,,,
여행사,충청북도,청주시 청원구,29,30,96.67%,25,116.00%,,,,,,,,,
여행사,충청북도,청주시 흥덕구,38,38,100.00%,39,97.44%,,,,,,,,,
여행사,충청북도,충주시,28,28,100.00%,28,100.00%,,,,,,,,,
여행사,충청남도,합계,313,314,99.68%,292,107.19%,,,,,,,,,
여행사,충청남도,계룡시,8,8,100.00%,7,114.29%,,,,,,,,,
여행사,충청남도,공주시,22,23,95.65%,24,91.67%,,,,,,,,,
여행사,충청남도,금산군,14,13,107.69%,9,155.56%,,,,,,,,,
여행사,충청남도,논산시,22,22,100.00%,19,115.79%,,,,,,,,,
여행사,충청남도,당진시,18,18,100.00%,15,120.00%,,,,,,,,,
여행사,충청남도,보령시,12,12,100.00%,11,109.09%,,,,,,,,,
여행사,충청남도,부여군,20,20,100.00%,19,105.26%,,,,,,,,,
여행사,충청남도,서산시,21,21,100.00%,23,91.30%,,,,,,,,,
여행사,충청남도,서천군,11,11,100.00%,11,100.00%,,,,,,,,,
여행사,충청남도,아산시,32,33,96.97%,33,96.97%,,,,,,,,,
여행사,충청남도,예산군,13,13,100.00%,11,118.18%,,,,,,,,,
여행사,충청남도,천안시 동남구,36,36,100.00%,32,112.50%,,,,,,,,,
여행사,충청남도,천안시 서북구,49,49,100.00%,45,108.89%,,,,,,,,,
여행사,충청남도,청양군,4,4,100.00%,4,100.00%,,,,,,,,,
여행사,충청남도,태안군,6,6,100.00%,7,85.71%,,,,,,,,,
여행사,충청남도,홍성군,25,25,100.00%,22,113.64%,,,,,,,,,
여행사,세종특별자치시,합계,51,49,104.08%,42,121.43%,,,,,,,,,
여행사,세종특별자치시,세종시,51,49,104.08%,42,121.43%,,,,,,,,,
여행사,광주광역시,합계,410,414,99.03%,386,106.22%,,,,,,,,,
여행사,광주광역시,동구,109,109,100.00%,111,98.20%,,,,,,,,,
여행사,광주광역시,남구,44,45,97.78%,45,97.78%,,,,,,,,,
여행사,광주광역시,서구,133,135,98.52%,117,113.68%,,,,,,,,,
여행사,광주광역시,광산구,54,55,98.18%,50,108.00%,,,,,,,,,
여행사,광주광역시,북구,70,70,100.00%,63,111.11%,,,,,,,,,
여행사,전라북도,합계,417,418,99.76%,410,101.71%,,,,,,,,,
여행사,전라북도,고창군,8,9,88.89%,8,100.00%,,,,,,,,,
여행사,전라북도,군산시,49,49,100.00%,50,98.00%,,,,,,,,,
여행사,전라북도,김제시,7,7,100.00%,8,87.50%,,,,,,,,,
여행사,전라북도,남원시,14,14,100.00%,13,107.69%,,,,,,,,,
여행사,전라북도,무주군,5,5,100.00%,6,83.33%,,,,,,,,,
여행사,전라북도,부안군,11,11,100.00%,9,122.22%,,,,,,,,,
여행사,전라북도,순창군,10,10,100.00%,9,111.11%,,,,,,,,,
여행사,전라북도,완주군,11,11,100.00%,9,122.22%,,,,,,,,,
여행사,전라북도,익산시,50,51,98.04%,48,104.17%,,,,,,,,,
여행사,전라북도,임실군,5,5,100.00%,4,125.00%,,,,,,,,,
여행사,전라북도,장수군,5,5,100.00%,5,100.00%,,,,,,,,,
여행사,전라북도,전주시 덕진구,84,84,100.00%,76,110.53%,,,,,,,,,
여행사,전라북도,전주시 완산구,123,123,100.00%,130,94.62%,,,,,,,,,
여행사,전라북도,정읍시,29,29,100.00%,29,100.00%,,,,,,,,,
여행사,전라북도,진안군,6,5,120.00%,6,100.00%,,,,,,,,,
여행사,전라남도,합계,439,435,100.92%,415,105.78%,,,,,,,,,
여행사,전라남도,강진군,11,10,110.00%,10,110.00%,,,,,,,,,
여행사,전라남도,고흥군,13,11,118.18%,12,108.33%,,,,,,,,,
여행사,전라남도,곡성군,6,6,100.00%,7,85.71%,,,,,,,,,
여행사,전라남도,광양시,31,32,96.88%,28,110.71%,,,,,,,,,
여행사,전라남도,구례군,5,5,100.00%,4,125.00%,,,,,,,,,
여행사,전라남도,나주시,19,18,105.56%,18,105.56%,,,,,,,,,
여행사,전라남도,담양군,11,11,100.00%,11,100.00%,,,,,,,,,
여행사,전라남도,목포시,81,81,100.00%,81,100.00%,,,,,,,,,
여행사,전라남도,무안군,11,11,100.00%,9,122.22%,,,,,,,,,
여행사,전라남도,보성군,9,8,112.50%,8,112.50%,,,,,,,,,
여행사,전라남도,순천시,80,79,101.27%,74,108.11%,,,,,,,,,
여행사,전라남도,신안군,8,8,100.00%,8,100.00%,,,,,,,,,
여행사,전라남도,여수시,72,72,100.00%,65,110.77%,,,,,,,,,
여행사,전라남도,영광군,17,17,100.00%,15,113.33%,,,,,,,,,
여행사,전라남도,영암군,6,6,100.00%,5,120.00%,,,,,,,,,
여행사,전라남도,완도군,10,11,90.91%,9,111.11%,,,,,,,,,
여행사,전라남도,장성군,4,4,100.00%,5,80.00%,,,,,,,,,
여행사,전라남도,장흥군,8,8,100.00%,9,88.89%,,,,,,,,,
여행사,전라남도,진도군,3,3,100.00%,3,100.00%,,,,,,,,,
여행사,전라남도,함평군,10,10,100.00%,9,111.11%,,,,,,,,,
여행사,전라남도,해남군,13,13,100.00%,13,100.00%,,,,,,,,,
여행사,전라남도,화순군,11,11,100.00%,12,91.67%,,,,,,,,,
여행사,대구광역시,합계,530,528,100.38%,524,101.15%,,,,,,,,,
여행사,대구광역시,동구,52,52,100.00%,49,106.12%,,,,,,,,,
여행사,대구광역시,중구,233,232,100.43%,241,96.68%,,,,,,,,,
여행사,대구광역시,남구,24,24,100.00%,26,92.31%,,,,,,,,,
여행사,대구광역시,서구,22,21,104.76%,21,104.76%,,,,,,,,,
여행사,대구광역시,달서구,63,63,100.00%,58,108.62%,,,,,,,,,
여행사,대구광역시,달성군,13,13,100.00%,12,108.33%,,,,,,,,,
여행사,대구광역시,북구,43,43,100.00%,42,102.38%,,,,,,,,,
여행사,대구광역시,수성구,80,80,100.00%,75,106.67%,,,,,,,,,
여행사,경상북도,합계,462,459,100.65%,436,105.96%,,,,,,,,,
여행사,경상북도,경산시,20,19,105.26%,20,100.00%,,,,,,,,,
여행사,경상북도,경주시,67,67,100.00%,66,101.52%,,,,,,,,,
여행사,경상북도,고령군,4,4,100.00%,4,100.00%,,,,,,,,,
여행사,경상북도,구미시,59,58,101.72%,59,100.00%,,,,,,,,,
여행사,경상북도,군위군,3,*,150.00%,*,150.00%,,,,,,,,,
여행사,경상북도,김천시,17,17,100.00%,14,121.43%,,,,,,,,,
여행사,경상북도,문경시,7,7,100.00%,7,100.00%,,,,,,,,,
여행사,경상북도,봉화군,3,3,100.00%,*,300.00%,,,,,,,,,
여행사,경상북도,상주시,18,18,100.00%,19,94.74%,,,,,,,,,
여행사,경상북도,성주군,10,10,100.00%,9,111.11%,,,,,,,,,
여행사,경상북도,안동시,39,39,100.00%,32,121.88%,,,,,,,,,
여행사,경상북도,영덕군,7,7,100.00%,7,100.00%,,,,,,,,,
여행사,경상북도,영양군,6,6,100.00%,7,85.71%,,,,,,,,,
여행사,경상북도,영주시,18,18,100.00%,16,112.50%,,,,,,,,,
여행사,경상북도,영천시,11,11,100.00%,10,110.00%,,,,,,,,,
여행사,경상북도,예천군,8,9,88.89%,7,114.29%,,,,,,,,,
여행사,경상북도,울릉군,28,28,100.00%,26,107.69%,,,,,,,,,
여행사,경상북도,울진군,7,7,100.00%,6,116.67%,,,,,,,,,
여행사,경상북도,의성군,10,10,100.00%,9,111.11%,,,,,,,,,
여행사,경상북도,청도군,4,4,100.00%,3,133.33%,,,,,,,,,
여행사,경상북도,청송군,4,4,100.00%,4,100.00%,,,,,,,,,
여행사,경상북도,칠곡군,12,11,109.09%,10,120.00%,,,,,,,,,
여행사,경상북도,포항시 남구,36,37,97.30%,33,109.09%,,,,,,,,,
여행사,경상북도,포항시 북구,64,63,101.59%,65,98.46%,,,,,,,,,
여행사,부산광역시,합계,"1,088","1,083",100.46%,"1,037",104.92%,,,,,,,,,
여행사,부산광역시,동구,155,155,100.00%,139,111.51%,,,,,,,,,
여행사,부산광역시,중구,185,187,98.93%,197,93.91%,,,,,,,,,
여행사,부산광역시,강서구,21,20,105.00%,18,116.67%,,,,,,,,,
여행사,부산광역시,남구,64,64,100.00%,59,108.47%,,,,,,,,,
여행사,부산광역시,서구,7,7,100.00%,9,77.78%,,,,,,,,,
여행사,부산광역시,금정구,46,45,102.22%,38,121.05%,,,,,,,,,
여행사,부산광역시,기장군,10,10,100.00%,9,111.11%,,,,,,,,,
여행사,부산광역시,동래구,72,70,102.86%,75,96.00%,,,,,,,,,
여행사,부산광역시,부산진구,200,196,102.04%,190,105.26%,,,,,,,,,
여행사,부산광역시,북구,22,22,100.00%,21,104.76%,,,,,,,,,
여행사,부산광역시,사상구,25,26,96.15%,29,86.21%,,,,,,,,,
여행사,부산광역시,사하구,32,32,100.00%,27,118.52%,,,,,,,,,
여행사,부산광역시,수영구,45,45,100.00%,39,115.38%,,,,,,,,,
여행사,부산광역시,연제구,69,68,101.47%,55,125.45%,,,,,,,,,
여행사,부산광역시,영도구,12,12,100.00%,11,109.09%,,,,,,,,,
여행사,부산광역시,해운대구,123,124,99.19%,121,101.65%,,,,,,,,,
여행사,울산광역시,합계,190,190,100.00%,186,102.15%,,,,,,,,,
여행사,울산광역시,동구,14,15,93.33%,15,93.33%,,,,,,,,,
여행사,울산광역시,중구,30,30,100.00%,28,107.14%,,,,,,,,,
여행사,울산광역시,남구,121,120,100.83%,117,103.42%,,,,,,,,,
여행사,울산광역시,북구,9,9,100.00%,8,112.50%,,,,,,,,,
여행사,울산광역시,울주군,16,16,100.00%,18,88.89%,,,,,,,,,
여행사,경상남도,합계,580,580,100.00%,573,101.22%,,,,,,,,,
여행사,경상남도,고성군,3,3,100.00%,4,75.00%,,,,,,,,,
여행사,경상남도,거제시,47,48,97.92%,48,97.92%,,,,,,,,,
여행사,경상남도,거창군,6,6,100.00%,6,100.00%,,,,,,,,,
여행사,경상남도,김해시,69,69,100.00%,67,102.99%,,,,,,,,,
여행사,경상남도,남해군,11,12,91.67%,13,84.62%,,,,,,,,,
여행사,경상남도,밀양시,13,12,108.33%,10,130.00%,,,,,,,,,
여행사,경상남도,사천시,18,18,100.00%,19,94.74%,,,,,,,,,
여행사,경상남도,산청군,6,6,100.00%,6,100.00%,,,,,,,,,
여행사,경상남도,양산시,38,38,100.00%,36,105.56%,,,,,,,,,
여행사,경상남도,의령군,6,6,100.00%,6,100.00%,,,,,,,,,
여행사,경상남도,진주시,84,83,101.20%,86,97.67%,,,,,,,,,
여행사,경상남도,창녕군,7,7,100.00%,7,100.00%,,,,,,,,,
여행사,경상남도,창원시 마산합포구,33,33,100.00%,33,100.00%,,,,,,,,,
여행사,경상남도,창원시 마산회원구,38,38,100.00%,33,115.15%,,,,,,,,,
여행사,경상남도,창원시 성산구,75,74,101.35%,73,102.74%,,,,,,,,,
여행사,경상남도,창원시 의창구,58,57,101.75%,57,101.75%,,,,,,,,,
여행사,경상남도,창원시 진해구,11,12,91.67%,13,84.62%,,,,,,,,,
여행사,경상남도,통영시,33,34,97.06%,34,97.06%,,,,,,,,,
여행사,경상남도,하동군,5,5,100.00%,4,125.00%,,,,,,,,,
여행사,경상남도,함안군,5,5,100.00%,6,83.33%,,,,,,,,,
여행사,경상남도,함양군,6,6,100.00%,4,150.00%,,,,,,,,,
여행사,경상남도,합천군,8,8,100.00%,8,100.00%,,,,,,,,,
여행사,제주특별자치도,합계,949,938,101.17%,924,102.71%,,,,,,,,,
여행사,제주특별자치도,서귀포시,45,46,97.83%,46,97.83%,,,,,,,,,
여행사,제주특별자치도,제주시,904,892,101.35%,878,102.96%,,,,,,,,,
예술학원,합계,합계,"30,845","30,810",100.11%,"30,139",102.34%,,,,,,,,,
예술학원,서울특별시,합계,"5,503","5,489",100.26%,"5,363",102.61%,,,,,,,,,
예술학원,서울특별시,종로구,78,79,98.73%,81,96.30%,,,,,,,,,
예술학원,서울특별시,중구,37,37,100.00%,36,102.78%,,,,,,,,,
예술학원,서울특별시,용산구,86,85,101.18%,88,97.73%,,,,,,,,,
예술학원,서울특별시,성동구,154,152,101.32%,147,104.76%,,,,,,,,,
예술학원,서울특별시,광진구,189,190,99.47%,182,103.85%,,,,,,,,,
예술학원,서울특별시,동대문구,186,186,100.00%,183,101.64%,,,,,,,,,
예술학원,서울특별시,중랑구,161,165,97.58%,160,100.63%,,,,,,,,,
예술학원,서울특별시,성북구,213,214,99.53%,212,100.47%,,,,,,,,,
예술학원,서울특별시,강북구,89,89,100.00%,98,90.82%,,,,,,,,,
예술학원,서울특별시,도봉구,129,129,100.00%,136,94.85%,,,,,,,,,
예술학원,서울특별시,노원구,263,262,100.38%,263,100.00%,,,,,,,,,
예술학원,서울특별시,은평구,236,236,100.00%,234,100.85%,,,,,,,,,
예술학원,서울특별시,서대문구,159,160,99.38%,152,104.61%,,,,,,,,,
예술학원,서울특별시,마포구,367,362,101.38%,329,111.55%,,,,,,,,,
예술학원,서울특별시,양천구,274,273,100.37%,271,101.11%,,,,,,,,,
예술학원,서울특별시,강서구,295,289,102.08%,299,98.66%,,,,,,,,,
예술학원,서울특별시,구로구,208,210,99.05%,209,99.52%,,,,,,,,,
예술학원,서울특별시,금천구,104,103,100.97%,99,105.05%,,,,,,,,,
예술학원,서울특별시,영등포구,209,205,101.95%,199,105.03%,,,,,,,,,
예술학원,서울특별시,동작구,175,174,100.57%,164,106.71%,,,,,,,,,
예술학원,서울특별시,관악구,214,214,100.00%,214,100.00%,,,,,,,,,
예술학원,서울특별시,서초구,370,373,99.20%,346,106.94%,,,,,,,,,
예술학원,서울특별시,강남구,607,606,100.17%,571,106.30%,,,,,,,,,
예술학원,서울특별시,송파구,434,433,100.23%,426,101.88%,,,,,,,,,
예술학원,서울특별시,강동구,266,263,101.14%,264,100.76%,,,,,,,,,
예술학원,인천광역시,합계,"1,509","1,511",99.87%,"1,502",100.47%,,,,,,,,,
예술학원,인천광역시,동구,27,26,103.85%,26,103.85%,,,,,,,,,
예술학원,인천광역시,중구,51,52,98.08%,55,92.73%,,,,,,,,,
예술학원,인천광역시,연수구,239,240,99.58%,222,107.66%,,,,,,,,,
예술학원,인천광역시,남동구,282,282,100.00%,294,95.92%,,,,,,,,,
예술학원,인천광역시,부평구,263,264,99.62%,274,95.99%,,,,,,,,,
예술학원,인천광역시,계양구,152,153,99.35%,155,98.06%,,,,,,,,,
예술학원,인천광역시,서구,310,312,99.36%,289,107.27%,,,,,,,,,
예술학원,인천광역시,강화군,20,20,100.00%,22,90.91%,,,,,,,,,
예술학원,인천광역시,옹진군,*,*,100.00%,*,100.00%,,,,,,,,,
예술학원,인천광역시,미추홀구,163,160,101.88%,163,100.00%,,,,,,,,,
예술학원,경기도,합계,"8,517","8,512",100.06%,"8,222",103.59%,,,,,,,,,
예술학원,경기도,수원시 장안구,187,187,100.00%,193,96.89%,,,,,,,,,
예술학원,경기도,수원시 권선구,241,241,100.00%,250,96.40%,,,,,,,,,
예술학원,경기도,수원시 팔달구,121,123,98.37%,129,93.80%,,,,,,,,,
예술학원,경기도,수원시 영통구,284,284,100.00%,266,106.77%,,,,,,,,,
예술학원,경기도,성남시 수정구,138,142,97.18%,130,106.15%,,,,,,,,,
예술학원,경기도,성남시 중원구,102,102,100.00%,107,95.33%,,,,,,,,,
예술학원,경기도,성남시 분당구,466,467,99.79%,452,103.10%,,,,,,,,,
예술학원,경기도,의정부시,291,289,100.69%,295,98.64%,,,,,,,,,
예술학원,경기도,안양시 만안구,150,148,101.35%,150,100.00%,,,,,,,,,
예술학원,경기도,안양시 동안구,263,260,101.15%,249,105.62%,,,,,,,,,
예술학원,경기도,부천시,548,550,99.64%,545,100.55%,,,,,,,,,
예술학원,경기도,광명시,211,213,99.06%,221,95.48%,,,,,,,,,
예술학원,경기도,평택시,311,316,98.42%,304,102.30%,,,,,,,,,
예술학원,경기도,동두천시,49,48,102.08%,48,102.08%,,,,,,,,,
예술학원,경기도,안산시 상록구,185,186,99.46%,188,98.40%,,,,,,,,,
예술학원,경기도,안산시 단원구,201,200,100.50%,199,101.01%,,,,,,,,,
예술학원,경기도,고양시 덕양구,295,297,99.33%,278,106.12%,,,,,,,,,
예술학원,경기도,고양시 일산동구,233,232,100.43%,239,97.49%,,,,,,,,,
예술학원,경기도,고양시 일산서구,237,235,100.85%,229,103.49%,,,,,,,,,
예술학원,경기도,과천시,34,33,103.03%,29,117.24%,,,,,,,,,
예술학원,경기도,구리시,128,131,97.71%,124,103.23%,,,,,,,,,
예술학원,경기도,남양주시,419,415,100.96%,387,108.27%,,,,,,,,,
예술학원,경기도,오산시,123,123,100.00%,121,101.65%,,,,,,,,,
예술학원,경기도,시흥시,327,324,100.93%,316,103.48%,,,,,,,,,
예술학원,경기도,군포시,192,191,100.52%,198,96.97%,,,,,,,,,
예술학원,경기도,의왕시,78,79,98.73%,77,101.30%,,,,,,,,,
예술학원,경기도,하남시,136,132,103.03%,114,119.30%,,,,,,,,,
예술학원,경기도,용인시 처인구,140,145,96.55%,131,106.87%,,,,,,,,,
예술학원,경기도,용인시 기흥구,338,336,100.60%,326,103.68%,,,,,,,,,
예술학원,경기도,용인시 수지구,308,307,100.33%,294,104.76%,,,,,,,,,
예술학원,경기도,파주시,232,232,100.00%,205,113.17%,,,,,,,,,
예술학원,경기도,이천시,149,149,100.00%,144,103.47%,,,,,,,,,
예술학원,경기도,안성시,105,105,100.00%,107,98.13%,,,,,,,,,
예술학원,경기도,김포시,264,262,100.76%,242,109.09%,,,,,,,,,
예술학원,경기도,화성시,546,540,101.11%,480,113.75%,,,,,,,,,
예술학원,경기도,광주시,180,182,98.90%,161,111.80%,,,,,,,,,
예술학원,경기도,양주시,99,102,97.06%,91,108.79%,,,,,,,,,
예술학원,경기도,포천시,65,65,100.00%,63,103.17%,,,,,,,,,
예술학원,경기도,여주시,56,55,101.82%,60,93.33%,,,,,,,,,
예술학원,경기도,가평군,24,23,104.35%,24,100.00%,,,,,,,,,
예술학원,경기도,양평군,51,51,100.00%,45,113.33%,,,,,,,,,
예술학원,경기도,연천군,10,10,100.00%,11,90.91%,,,,,,,,,
예술학원,강원도,합계,864,866,99.77%,875,98.74%,,,,,,,,,
예술학원,강원도,춘천시,198,196,101.02%,199,99.50%,,,,,,,,,
예술학원,강원도,원주시,213,214,99.53%,224,95.09%,,,,,,,,,
예술학원,강원도,강릉시,149,151,98.68%,144,103.47%,,,,,,,,,
예술학원,강원도,동해시,52,53,98.11%,53,98.11%,,,,,,,,,
예술학원,강원도,태백시,17,16,106.25%,18,94.44%,,,,,,,,,
예술학원,강원도,속초시,59,60,98.33%,60,98.33%,,,,,,,,,
예술학원,강원도,삼척시,24,24,100.00%,23,104.35%,,,,,,,,,
예술학원,강원도,홍천군,32,32,100.00%,31,103.23%,,,,,,,,,
예술학원,강원도,횡성군,15,15,100.00%,14,107.14%,,,,,,,,,
예술학원,강원도,영월군,15,15,100.00%,14,107.14%,,,,,,,,,
예술학원,강원도,평창군,15,15,100.00%,17,88.24%,,,,,,,,,
예술학원,강원도,정선군,16,16,100.00%,16,100.00%,,,,,,,,,
예술학원,강원도,철원군,21,21,100.00%,20,105.00%,,,,,,,,,
예술학원,강원도,화천군,6,7,85.71%,9,66.67%,,,,,,,,,
예술학원,강원도,양구군,10,10,100.00%,10,100.00%,,,,,,,,,
예술학원,강원도,인제군,13,13,100.00%,12,108.33%,,,,,,,,,
예술학원,강원도,고성군,4,3,133.33%,6,66.67%,,,,,,,,,
예술학원,강원도,양양군,5,5,100.00%,5,100.00%,,,,,,,,,
예술학원,대전광역시,합계,905,903,100.22%,904,100.11%,,,,,,,,,
예술학원,대전광역시,동구,121,121,100.00%,119,101.68%,,,,,,,,,
예술학원,대전광역시,중구,162,162,100.00%,164,98.78%,,,,,,,,,
예술학원,대전광역시,서구,287,283,101.41%,293,97.95%,,,,,,,,,
예술학원,대전광역시,대덕구,100,102,98.04%,105,95.24%,,,,,,,,,
예술학원,대전광역시,유성구,235,235,100.00%,223,105.38%,,,,,,,,,
예술학원,충청북도,합계,888,892,99.55%,894,99.33%,,,,,,,,,
예술학원,충청북도,괴산군,6,6,100.00%,7,85.71%,,,,,,,,,
예술학원,충청북도,단양군,8,8,100.00%,7,114.29%,,,,,,,,,
예술학원,충청북도,보은군,13,13,100.00%,12,108.33%,,,,,,,,,
예술학원,충청북도,영동군,16,16,100.00%,17,94.12%,,,,,,,,,
예술학원,충청북도,옥천군,15,15,100.00%,11,136.36%,,,,,,,,,
예술학원,충청북도,음성군,42,43,97.67%,39,107.69%,,,,,,,,,
예술학원,충청북도,제천시,65,65,100.00%,68,95.59%,,,,,,,,,
예술학원,충청북도,증평군,23,24,95.83%,27,85.19%,,,,,,,,,
예술학원,충청북도,진천군,46,47,97.87%,47,97.87%,,,,,,,,,
예술학원,충청북도,청주시 상당구,117,118,99.15%,121,96.69%,,,,,,,,,
예술학원,충청북도,청주시 서원구,138,137,100.73%,143,96.50%,,,,,,,,,
예술학원,충청북도,청주시 청원구,113,113,100.00%,111,101.80%,,,,,,,,,
예술학원,충청북도,청주시 흥덕구,170,170,100.00%,169,100.59%,,,,,,,,,
예술학원,충청북도,충주시,116,117,99.15%,115,100.87%,,,,,,,,,
예술학원,충청남도,합계,"1,086","1,089",99.72%,"1,071",101.40%,,,,,,,,,
예술학원,충청남도,계룡시,26,25,104.00%,30,86.67%,,,,,,,,,
예술학원,충청남도,공주시,27,27,100.00%,32,84.38%,,,,,,,,,
예술학원,충청남도,금산군,13,13,100.00%,13,100.00%,,,,,,,,,
예술학원,충청남도,논산시,59,58,101.72%,55,107.27%,,,,,,,,,
예술학원,충청남도,당진시,76,76,100.00%,81,93.83%,,,,,,,,,
예술학원,충청남도,보령시,48,49,97.96%,49,97.96%,,,,,,,,,
예술학원,충청남도,부여군,26,26,100.00%,21,123.81%,,,,,,,,,
예술학원,충청남도,서산시,93,93,100.00%,97,95.88%,,,,,,,,,
예술학원,충청남도,서천군,26,26,100.00%,29,89.66%,,,,,,,,,
예술학원,충청남도,아산시,188,189,99.47%,184,102.17%,,,,,,,,,
예술학원,충청남도,예산군,31,31,100.00%,31,100.00%,,,,,,,,,
예술학원,충청남도,천안시 동남구,138,138,100.00%,130,106.15%,,,,,,,,,
예술학원,충청남도,천안시 서북구,262,264,99.24%,246,106.50%,,,,,,,,,
예술학원,충청남도,청양군,8,8,100.00%,8,100.00%,,,,,,,,,
예술학원,충청남도,태안군,20,20,100.00%,21,95.24%,,,,,,,,,
예술학원,충청남도,홍성군,45,46,97.83%,44,102.27%,,,,,,,,,
예술학원,세종특별자치시,합계,259,257,100.78%,226,114.60%,,,,,,,,,
예술학원,세종특별자치시,세종시,259,257,100.78%,226,114.60%,,,,,,,,,
예술학원,광주광역시,합계,"1,093","1,089",100.37%,"1,075",101.67%,,,,,,,,,
예술학원,광주광역시,동구,101,100,101.00%,98,103.06%,,,,,,,,,
예술학원,광주광역시,남구,171,169,101.18%,163,104.91%,,,,,,,,,
예술학원,광주광역시,서구,225,225,100.00%,216,104.17%,,,,,,,,,
예술학원,광주광역시,광산구,286,286,100.00%,292,97.95%,,,,,,,,,
예술학원,광주광역시,북구,310,309,100.32%,306,101.31%,,,,,,,,,
예술학원,전라북도,합계,"1,327","1,327",100.00%,"1,315",100.91%,,,,,,,,,
예술학원,전라북도,고창군,16,16,100.00%,12,133.33%,,,,,,,,,
예술학원,전라북도,군산시,224,224,100.00%,230,97.39%,,,,,,,,,
예술학원,전라북도,김제시,32,32,100.00%,33,96.97%,,,,,,,,,
예술학원,전라북도,남원시,49,49,100.00%,50,98.00%,,,,,,,,,
예술학원,전라북도,무주군,8,8,100.00%,8,100.00%,,,,,,,,,
예술학원,전라북도,부안군,21,21,100.00%,21,100.00%,,,,,,,,,
예술학원,전라북도,순창군,9,9,100.00%,9,100.00%,,,,,,,,,
예술학원,전라북도,완주군,54,54,100.00%,57,94.74%,,,,,,,,,
예술학원,전라북도,익산시,204,204,100.00%,205,99.51%,,,,,,,,,
예술학원,전라북도,임실군,13,12,108.33%,12,108.33%,,,,,,,,,
예술학원,전라북도,장수군,6,6,100.00%,6,100.00%,,,,,,,,,
예술학원,전라북도,전주시 덕진구,278,278,100.00%,265,104.91%,,,,,,,,,
예술학원,전라북도,전주시 완산구,343,345,99.42%,339,101.18%,,,,,,,,,
예술학원,전라북도,정읍시,67,66,101.52%,65,103.08%,,,,,,,,,
예술학원,전라북도,진안군,3,3,100.00%,3,100.00%,,,,,,,,,
예술학원,전라남도,합계,875,872,100.34%,888,98.54%,,,,,,,,,
예술학원,전라남도,강진군,9,9,100.00%,12,75.00%,,,,,,,,,
예술학원,전라남도,고흥군,16,16,100.00%,18,88.89%,,,,,,,,,
예술학원,전라남도,곡성군,11,11,100.00%,11,100.00%,,,,,,,,,
예술학원,전라남도,광양시,84,83,101.20%,82,102.44%,,,,,,,,,
예술학원,전라남도,구례군,7,7,100.00%,7,100.00%,,,,,,,,,
예술학원,전라남도,나주시,51,51,100.00%,48,106.25%,,,,,,,,,
예술학원,전라남도,담양군,5,5,100.00%,5,100.00%,,,,,,,,,
예술학원,전라남도,목포시,158,157,100.64%,163,96.93%,,,,,,,,,
예술학원,전라남도,무안군,51,50,102.00%,43,118.60%,,,,,,,,,
예술학원,전라남도,보성군,8,8,100.00%,8,100.00%,,,,,,,,,
예술학원,전라남도,순천시,188,188,100.00%,186,101.08%,,,,,,,,,
예술학원,전라남도,신안군,5,5,100.00%,5,100.00%,,,,,,,,,
