사업자 현황 ( 1월/100대 생활업종),,,,,,,,
*조회년월,,2020년 1월,,,,,,
,,,,,,,,
,,,,,,,"(단위 : 인원수, %)",
구분,,, 사업자 수,,,,,
업종,시도,시군구,당월①,전월②,증감율(①/②),전년동월③,증감율(①/③),
꽃가게,경기도,과천시, 278 , 275 ,101.09%, 259 ,107.34%,
꽃가게,경기도,구리시, 87 , 86 ,101.16%, 84 ,103.57%,
꽃가게,경기도,남양주시, 195 , 196 ,99.49%, 193 ,101.04%,
꽃가게,경기도,오산시, 75 , 74 ,101.35%, 74 ,101.35%,
꽃가게,경기도,시흥시, 256 , 251 ,101.99%, 189 ,135.45%,
꽃가게,경기도,군포시, 65 , 65 ,100.00%, 70 ,92.86%,
꽃가게,경기도,의왕시, 87 , 87 ,100.00%, 93 ,93.55%,
꽃가게,경기도,하남시, 101 , 100 ,101.00%, 95 ,106.32%,
꽃가게,경기도,용인시 처인구, 156 , 155 ,100.65%, 137 ,113.87%,
꽃가게,경기도,용인시 기흥구, 153 , 155 ,98.71%, 139 ,110.07%,
꽃가게,경기도,용인시 수지구, 87 , 89 ,97.75%, 81 ,107.41%,
꽃가게,경기도,파주시, 126 , 125 ,100.80%, 117 ,107.69%,
꽃가게,경기도,이천시, 118 , 117 ,100.85%, 117 ,100.85%,
꽃가게,경기도,안성시, 82 , 83 ,98.80%, 80 ,102.50%,
꽃가게,경기도,김포시, 173 , 171 ,101.17%, 159 ,108.81%,
꽃가게,경기도,화성시, 255 , 255 ,100.00%, 239 ,106.69%,
꽃가게,경기도,광주시, 120 , 120 ,100.00%, 116 ,103.45%,
꽃가게,경기도,양주시, 103 , 103 ,100.00%, 105 ,98.10%,
꽃가게,경기도,포천시, 59 , 59 ,100.00%, 53 ,111.32%,
꽃가게,경기도,여주시, 52 , 53 ,98.11%, 52 ,100.00%,
꽃가게,경기도,연천군, 18 , 18 ,100.00%, 17 ,105.88%,
꽃가게,경기도,가평군, 33 , 34 ,97.06%, 30 ,110.00%,
꽃가게,경기도,양평군, 79 , 78 ,101.28%, 70 ,112.86%,
꽃가게,강원도,합계, 743 , 744 ,99.87%, 723 ,102.77%,
꽃가게,강원도,춘천시, 147 , 146 ,100.68%, 152 ,96.71%,
꽃가게,강원도,원주시, 150 , 148 ,101.35%, 149 ,100.67%,
꽃가게,강원도,강릉시, 99 , 100 ,99.00%, 94 ,105.32%,
꽃가게,강원도,동해시, 42 , 42 ,100.00%, 40 ,105.00%,
꽃가게,강원도,태백시, 18 , 18 ,100.00%, 17 ,105.88%,
꽃가게,강원도,속초시, 44 , 42 ,104.76%, 37 ,118.92%,
꽃가게,강원도,삼척시, 22 , 22 ,100.00%, 19 ,115.79%,
꽃가게,강원도,홍천군, 41 , 41 ,100.00%, 40 ,102.50%,
꽃가게,강원도,횡성군, 28 , 30 ,93.33%, 28 ,100.00%,
꽃가게,강원도,영월군, 18 , 17 ,105.88%, 18 ,100.00%,
꽃가게,강원도,평창군, 19 , 20 ,95.00%, 18 ,105.56%,
꽃가게,강원도,정선군, 16 , 17 ,94.12%, 16 ,100.00%,
꽃가게,강원도,철원군, 29 , 31 ,93.55%, 29 ,100.00%,
꽃가게,강원도,화천군, 7 , 7 ,100.00%, 7 ,100.00%,
꽃가게,강원도,양구군, 14 , 14 ,100.00%, 12 ,116.67%,
꽃가게,강원도,인제군, 15 , 15 ,100.00%, 14 ,107.14%,
꽃가게,강원도,고성군, 17 , 17 ,100.00%, 17 ,100.00%,
꽃가게,강원도,양양군, 17 , 17 ,100.00%, 16 ,106.25%,
꽃가게,대전광역시,합계, 698 , 698 ,100.00%, 688 ,101.45%,
꽃가게,대전광역시,중구, 128 , 128 ,100.00%, 135 ,94.81%,
꽃가게,대전광역시,동구, 71 , 72 ,98.61%, 75 ,94.67%,
꽃가게,대전광역시,서구, 216 , 214 ,100.93%, 199 ,108.54%,
꽃가게,대전광역시,유성구, 217 , 218 ,99.54%, 214 ,101.40%,
꽃가게,대전광역시,대덕구, 66 , 66 ,100.00%, 65 ,101.54%,
꽃가게,충청북도,합계, 891 , 891 ,100.00%, 882 ,101.02%,
꽃가게,충청북도,청주시 상당구, 104 , 107 ,97.20%, 108 ,96.30%,
꽃가게,충청북도,청주시 서원구, 130 , 130 ,100.00%, 128 ,101.56%,
꽃가게,충청북도,청주시 흥덕구, 127 , 126 ,100.79%, 125 ,101.60%,
꽃가게,충청북도,청주시 청원구, 97 , 99 ,97.98%, 89 ,108.99%,
꽃가게,충청북도,충주시, 127 , 124 ,102.42%, 118 ,107.63%,
꽃가게,충청북도,제천시, 67 , 67 ,100.00%, 70 ,95.71%,
꽃가게,충청북도,보은군, 16 , 15 ,106.67%, 17 ,94.12%,
꽃가게,충청북도,옥천군, 83 , 83 ,100.00%, 84 ,98.81%,
꽃가게,충청북도,영동군, 21 , 21 ,100.00%, 22 ,95.45%,
꽃가게,충청북도,증평군, 15 , 16 ,93.75%, 18 ,83.33%,
꽃가게,충청북도,진천군, 28 , 28 ,100.00%, 29 ,96.55%,
꽃가게,충청북도,괴산군, 17 , 16 ,106.25%, 16 ,106.25%,
꽃가게,충청북도,음성군, 45 , 45 ,100.00%, 44 ,102.27%,
꽃가게,충청북도,단양군, 14 , 14 ,100.00%, 14 ,100.00%,
꽃가게,충청남도,합계," 1,089 "," 1,093 ",99.63%," 1,057 ",103.03%,
꽃가게,충청남도,천안시 동남구, 129 , 129 ,100.00%, 130 ,99.23%,
꽃가게,충청남도,천안시 서북구, 136 , 137 ,99.27%, 122 ,111.48%,
꽃가게,충청남도,공주시, 67 , 64 ,104.69%, 67 ,100.00%,
꽃가게,충청남도,보령시, 59 , 61 ,96.72%, 61 ,96.72%,
꽃가게,충청남도,아산시, 117 , 116 ,100.86%, 114 ,102.63%,
꽃가게,충청남도,서산시, 111 , 112 ,99.11%, 105 ,105.71%,
꽃가게,충청남도,논산시, 75 , 78 ,96.15%, 76 ,98.68%,
꽃가게,충청남도,계룡시, 22 , 21 ,104.76%, 19 ,115.79%,
꽃가게,충청남도,당진시, 73 , 74 ,98.65%, 67 ,108.96%,
꽃가게,충청남도,금산군, 33 , 33 ,100.00%, 34 ,97.06%,
꽃가게,충청남도,부여군, 47 , 47 ,100.00%, 46 ,102.17%,
꽃가게,충청남도,서천군, 29 , 29 ,100.00%, 30 ,96.67%,
꽃가게,충청남도,청양군, 28 , 28 ,100.00%, 26 ,107.69%,
꽃가게,충청남도,홍성군, 66 , 66 ,100.00%, 69 ,95.65%,
꽃가게,충청남도,예산군, 51 , 51 ,100.00%, 48 ,106.25%,
꽃가게,충청남도,태안군, 46 , 47 ,97.87%, 43 ,106.98%,
꽃가게,세종특별자치시,합계, 103 , 106 ,97.17%, 104 ,99.04%,
꽃가게,세종특별자치시,세종시, 103 , 106 ,97.17%, 104 ,99.04%,
꽃가게,광주광역시,합계, 768 , 767 ,100.13%, 761 ,100.92%,
꽃가게,광주광역시,동구, 122 , 123 ,99.19%, 129 ,94.57%,
꽃가게,광주광역시,남구, 96 , 97 ,98.97%, 85 ,112.94%,
꽃가게,광주광역시,서구, 198 , 196 ,101.02%, 194 ,102.06%,
꽃가게,광주광역시,북구, 200 , 196 ,102.04%, 196 ,102.04%,
꽃가게,광주광역시,광산구, 152 , 155 ,98.06%, 157 ,96.82%,
꽃가게,전라북도,합계," 1,080 "," 1,081 ",99.91%," 1,056 ",102.27%,
꽃가게,전라북도,전주시 완산구, 233 , 234 ,99.57%, 224 ,104.02%,
꽃가게,전라북도,전주시 덕진구, 171 , 173 ,98.84%, 159 ,107.55%,
꽃가게,전라북도,군산시, 130 , 129 ,100.78%, 133 ,97.74%,
꽃가게,전라북도,익산시, 142 , 141 ,100.71%, 139 ,102.16%,
꽃가게,전라북도,정읍시, 74 , 75 ,98.67%, 74 ,100.00%,
꽃가게,전라북도,남원시, 56 , 56 ,100.00%, 60 ,93.33%,
꽃가게,전라북도,김제시, 66 , 64 ,103.13%, 59 ,111.86%,
꽃가게,전라북도,완주군, 58 , 60 ,96.67%, 54 ,107.41%,
꽃가게,전라북도,진안군, 16 , 16 ,100.00%, 14 ,114.29%,
꽃가게,전라북도,무주군, 13 , 12 ,108.33%, 12 ,108.33%,
꽃가게,전라북도,장수군, 24 , 24 ,100.00%, 24 ,100.00%,
꽃가게,전라북도,임실군, 16 , 16 ,100.00%, 18 ,88.89%,
꽃가게,전라북도,순창군, 17 , 17 ,100.00%, 17 ,100.00%,
꽃가게,전라북도,고창군, 32 , 32 ,100.00%, 35 ,91.43%,
꽃가게,전라북도,부안군, 32 , 32 ,100.00%, 34 ,94.12%,
꽃가게,전라남도,합계," 1,141 "," 1,149 ",99.30%," 1,141 ",100.00%,
꽃가게,전라남도,목포시, 136 , 136 ,100.00%, 134 ,101.49%,
꽃가게,전라남도,여수시, 151 , 153 ,98.69%, 149 ,101.34%,
꽃가게,전라남도,순천시, 196 , 197 ,99.49%, 196 ,100.00%,
꽃가게,전라남도,나주시, 61 , 61 ,100.00%, 57 ,107.02%,
꽃가게,전라남도,광양시, 73 , 73 ,100.00%, 87 ,83.91%,
꽃가게,전라남도,담양군, 50 , 53 ,94.34%, 49 ,102.04%,
꽃가게,전라남도,곡성군, 19 , 18 ,105.56%, 18 ,105.56%,
꽃가게,전라남도,구례군, 13 , 13 ,100.00%, 14 ,92.86%,
꽃가게,전라남도,고흥군, 36 , 36 ,100.00%, 39 ,92.31%,
꽃가게,전라남도,보성군, 32 , 33 ,96.97%, 29 ,110.34%,
꽃가게,전라남도,화순군, 34 , 36 ,94.44%, 33 ,103.03%,
꽃가게,전라남도,장흥군, 39 , 40 ,97.50%, 38 ,102.63%,
꽃가게,전라남도,강진군, 26 , 26 ,100.00%, 27 ,96.30%,
꽃가게,전라남도,해남군, 47 , 47 ,100.00%, 43 ,109.30%,
꽃가게,전라남도,영암군, 28 , 28 ,100.00%, 27 ,103.70%,
꽃가게,전라남도,무안군, 64 , 65 ,98.46%, 63 ,101.59%,
꽃가게,전라남도,함평군, 19 , 19 ,100.00%, 19 ,100.00%,
꽃가게,전라남도,영광군, 39 , 38 ,102.63%, 40 ,97.50%,
꽃가게,전라남도,장성군, 27 , 27 ,100.00%, 29 ,93.10%,
꽃가게,전라남도,완도군, 28 , 28 ,100.00%, 28 ,100.00%,
꽃가게,전라남도,진도군, 17 , 16 ,106.25%, 16 ,106.25%,
꽃가게,전라남도,신안군, 6 , 6 ,100.00%, 6 ,100.00%,
꽃가게,대구광역시,합계," 1,133 "," 1,132 ",100.09%," 1,082 ",104.71%,
꽃가게,대구광역시,중구, 122 , 121 ,100.83%, 122 ,100.00%,
꽃가게,대구광역시,동구, 128 , 130 ,98.46%, 120 ,106.67%,
꽃가게,대구광역시,남구, 88 , 89 ,98.88%, 88 ,100.00%,
꽃가게,대구광역시,서구, 59 , 58 ,101.72%, 59 ,100.00%,
꽃가게,대구광역시,북구, 185 , 185 ,100.00%, 175 ,105.71%,
꽃가게,대구광역시,수성구, 246 , 246 ,100.00%, 233 ,105.58%,
꽃가게,대구광역시,달서구, 205 , 203 ,100.99%, 198 ,103.54%,
꽃가게,대구광역시,달성군, 100 , 100 ,100.00%, 87 ,114.94%,
꽃가게,경상북도,합계," 1,405 "," 1,402 ",100.21%," 1,381 ",101.74%,
꽃가게,경상북도,포항시 남구, 129 , 126 ,102.38%, 120 ,107.50%,
꽃가게,경상북도,포항시 북구, 135 , 138 ,97.83%, 140 ,96.43%,
꽃가게,경상북도,경주시, 146 , 142 ,102.82%, 146 ,100.00%,
꽃가게,경상북도,김천시, 63 , 65 ,96.92%, 71 ,88.73%,
꽃가게,경상북도,안동시, 102 , 102 ,100.00%, 97 ,105.15%,
꽃가게,경상북도,구미시, 201 , 202 ,99.50%, 200 ,100.50%,
꽃가게,경상북도,영주시, 73 , 73 ,100.00%, 71 ,102.82%,
꽃가게,경상북도,영천시, 36 , 36 ,100.00%, 37 ,97.30%,
꽃가게,경상북도,상주시, 49 , 49 ,100.00%, 50 ,98.00%,
꽃가게,경상북도,문경시, 48 , 48 ,100.00%, 45 ,106.67%,
꽃가게,경상북도,경산시, 137 , 137 ,100.00%, 136 ,100.74%,
꽃가게,경상북도,군위군, 9 , 9 ,100.00%, 9 ,100.00%,
꽃가게,경상북도,의성군, 22 , 22 ,100.00%, 22 ,100.00%,
꽃가게,경상북도,청송군, 8 , 8 ,100.00%, 9 ,88.89%,
꽃가게,경상북도,영양군, 6 , 6 ,100.00%, 6 ,100.00%,
꽃가게,경상북도,영덕군, 15 , 15 ,100.00%, 14 ,107.14%,
꽃가게,경상북도,청도군, 30 , 30 ,100.00%, 27 ,111.11%,
꽃가게,경상북도,고령군, 21 , 21 ,100.00%, 15 ,140.00%,
꽃가게,경상북도,성주군, 21 , 21 ,100.00%, 21 ,100.00%,
꽃가게,경상북도,칠곡군, 65 , 65 ,100.00%, 67 ,97.01%,
꽃가게,경상북도,예천군, 35 , 34 ,102.94%, 32 ,109.38%,
꽃가게,경상북도,봉화군, 20 , 19 ,105.26%, 17 ,117.65%,
꽃가게,경상북도,울진군, 29 , 29 ,100.00%, 24 ,120.83%,
꽃가게,경상북도,울릉군, 5 , 5 ,100.00%, 5 ,100.00%,
꽃가게,부산광역시,합계," 1,281 "," 1,280 ",100.08%," 1,260 ",101.67%,
꽃가게,부산광역시,중구, 32 , 32 ,100.00%, 30 ,106.67%,
꽃가게,부산광역시,강서구, 56 , 56 ,100.00%, 56 ,100.00%,
꽃가게,부산광역시,동구, 63 , 63 ,100.00%, 58 ,108.62%,
꽃가게,부산광역시,남구, 98 , 97 ,101.03%, 98 ,100.00%,
꽃가게,부산광역시,서구, 49 , 49 ,100.00%, 47 ,104.26%,
꽃가게,부산광역시,북구, 55 , 54 ,101.85%, 53 ,103.77%,
꽃가게,부산광역시,영도구, 24 , 23 ,104.35%, 26 ,92.31%,
꽃가게,부산광역시,부산진구, 211 , 210 ,100.48%, 194 ,108.76%,
꽃가게,부산광역시,동래구, 93 , 94 ,98.94%, 95 ,97.89%,
꽃가게,부산광역시,해운대구, 134 , 134 ,100.00%, 132 ,101.52%,
꽃가게,부산광역시,사하구, 68 , 69 ,98.55%, 66 ,103.03%,
꽃가게,부산광역시,금정구, 125 , 125 ,100.00%, 133 ,93.98%,
꽃가게,부산광역시,연제구, 70 , 70 ,100.00%, 71 ,98.59%,
꽃가게,부산광역시,수영구, 89 , 88 ,101.14%, 83 ,107.23%,
꽃가게,부산광역시,사상구, 51 , 52 ,98.08%, 54 ,94.44%,
꽃가게,부산광역시,기장군, 63 , 64 ,98.44%, 64 ,98.44%,
꽃가게,울산광역시,합계, 518 , 517 ,100.19%, 497 ,104.23%,
꽃가게,울산광역시,중구, 97 , 95 ,102.11%, 97 ,100.00%,
꽃가게,울산광역시,동구, 54 , 54 ,100.00%, 55 ,98.18%,
꽃가게,울산광역시,남구, 202 , 204 ,99.02%, 196 ,103.06%,
꽃가게,울산광역시,북구, 76 , 75 ,101.33%, 66 ,115.15%,
꽃가게,울산광역시,울주군, 89 , 89 ,100.00%, 83 ,107.23%,
꽃가게,경상남도,합계," 1,756 "," 1,754 ",100.11%," 1,680 ",104.52%,
꽃가게,경상남도,고성군, 46 , 46 ,100.00%, 45 ,102.22%,
꽃가게,경상남도,창원시 의창구, 223 , 220 ,101.36%, 210 ,106.19%,
꽃가게,경상남도,창원시 성산구, 95 , 94 ,101.06%, 92 ,103.26%,
꽃가게,경상남도,창원시 마산합포구, 99 , 100 ,99.00%, 100 ,99.00%,
꽃가게,경상남도,창원시 마산회원구, 98 , 100 ,98.00%, 100 ,98.00%,
꽃가게,경상남도,창원시 진해구, 84 , 83 ,101.20%, 72 ,116.67%,
꽃가게,경상남도,진주시, 230 , 233 ,98.71%, 228 ,100.88%,
꽃가게,경상남도,통영시, 68 , 67 ,101.49%, 57 ,119.30%,
꽃가게,경상남도,사천시, 79 , 79 ,100.00%, 81 ,97.53%,
꽃가게,경상남도,김해시, 235 , 235 ,100.00%, 208 ,112.98%,
꽃가게,경상남도,밀양시, 48 , 48 ,100.00%, 46 ,104.35%,
꽃가게,경상남도,거제시, 111 , 112 ,99.11%, 107 ,103.74%,
꽃가게,경상남도,양산시, 122 , 121 ,100.83%, 119 ,102.52%,
꽃가게,경상남도,의령군, 9 , 10 ,90.00%, 11 ,81.82%,
꽃가게,경상남도,함안군, 20 , 20 ,100.00%, 19 ,105.26%,
꽃가게,경상남도,창녕군, 30 , 29 ,103.45%, 27 ,111.11%,
꽃가게,경상남도,남해군, 16 , 16 ,100.00%, 16 ,100.00%,
꽃가게,경상남도,하동군, 31 , 29 ,106.90%, 29 ,106.90%,
꽃가게,경상남도,산청군, 18 , 17 ,105.88%, 17 ,105.88%,
꽃가게,경상남도,함양군, 35 , 35 ,100.00%, 35 ,100.00%,
꽃가게,경상남도,거창군, 41 , 41 ,100.00%, 40 ,102.50%,
꽃가게,경상남도,합천군, 18 , 19 ,94.74%, 21 ,85.71%,
꽃가게,제주특별자치도,합계, 359 , 354 ,101.41%, 332 ,108.13%,
꽃가게,제주특별자치도,제주시, 247 , 244 ,101.23%, 224 ,110.27%,
꽃가게,제주특별자치도,서귀포시, 112 , 110 ,101.82%, 108 ,103.70%,
내과ㆍ소아과 의원,합계,합계," 11,425 "," 11,406 ",100.17%," 11,297 ",101.13%,
내과ㆍ소아과 의원,서울특별시,합계," 2,490 "," 2,482 ",100.32%," 2,453 ",101.51%,
내과ㆍ소아과 의원,서울특별시,종로구, 47 , 47 ,100.00%, 47 ,100.00%,
내과ㆍ소아과 의원,서울특별시,중구, 54 , 53 ,101.89%, 55 ,98.18%,
내과ㆍ소아과 의원,서울특별시,용산구, 54 , 54 ,100.00%, 56 ,96.43%,
내과ㆍ소아과 의원,서울특별시,성동구, 83 , 84 ,98.81%, 78 ,106.41%,
내과ㆍ소아과 의원,서울특별시,광진구, 83 , 83 ,100.00%, 88 ,94.32%,
내과ㆍ소아과 의원,서울특별시,동대문구, 89 , 90 ,98.89%, 89 ,100.00%,
내과ㆍ소아과 의원,서울특별시,중랑구, 83 , 82 ,101.22%, 79 ,105.06%,
내과ㆍ소아과 의원,서울특별시,성북구, 98 , 99 ,98.99%, 99 ,98.99%,
내과ㆍ소아과 의원,서울특별시,강북구, 84 , 83 ,101.20%, 82 ,102.44%,
내과ㆍ소아과 의원,서울특별시,도봉구, 63 , 62 ,101.61%, 63 ,100.00%,
내과ㆍ소아과 의원,서울특별시,노원구, 116 , 115 ,100.87%, 118 ,98.31%,
내과ㆍ소아과 의원,서울특별시,은평구, 126 , 126 ,100.00%, 123 ,102.44%,
내과ㆍ소아과 의원,서울특별시,서대문구, 60 , 60 ,100.00%, 60 ,100.00%,
내과ㆍ소아과 의원,서울특별시,마포구, 108 , 109 ,99.08%, 106 ,101.89%,
내과ㆍ소아과 의원,서울특별시,양천구, 93 , 93 ,100.00%, 92 ,101.09%,
내과ㆍ소아과 의원,서울특별시,강서구, 138 , 137 ,100.73%, 132 ,104.55%,
내과ㆍ소아과 의원,서울특별시,구로구, 109 , 107 ,101.87%, 106 ,102.83%,
내과ㆍ소아과 의원,서울특별시,금천구, 56 , 56 ,100.00%, 55 ,101.82%,
내과ㆍ소아과 의원,서울특별시,영등포구, 110 , 111 ,99.10%, 111 ,99.10%,
내과ㆍ소아과 의원,서울특별시,동작구, 91 , 89 ,102.25%, 89 ,102.25%,
내과ㆍ소아과 의원,서울특별시,관악구, 107 , 107 ,100.00%, 108 ,99.07%,
내과ㆍ소아과 의원,서울특별시,서초구, 130 , 130 ,100.00%, 129 ,100.78%,
내과ㆍ소아과 의원,서울특별시,강남구, 218 , 217 ,100.46%, 215 ,101.40%,
내과ㆍ소아과 의원,서울특별시,송파구, 176 , 175 ,100.57%, 167 ,105.39%,
내과ㆍ소아과 의원,서울특별시,강동구, 114 , 113 ,100.88%, 106 ,107.55%,
내과ㆍ소아과 의원,인천광역시,합계, 592 , 593 ,99.83%, 594 ,99.66%,
내과ㆍ소아과 의원,인천광역시,중구, 20 , 20 ,100.00%, 16 ,125.00%,
내과ㆍ소아과 의원,인천광역시,동구, 21 , 21 ,100.00%, 20 ,105.00%,
내과ㆍ소아과 의원,인천광역시,미추홀구, 88 , 89 ,98.88%, 90 ,97.78%,
내과ㆍ소아과 의원,인천광역시,연수구, 62 , 62 ,100.00%, 60 ,103.33%,
내과ㆍ소아과 의원,인천광역시,남동구, 123 , 122 ,100.82%, 125 ,98.40%,
내과ㆍ소아과 의원,인천광역시,부평구, 116 , 117 ,99.15%, 119 ,97.48%,
내과ㆍ소아과 의원,인천광역시,계양구, 60 , 60 ,100.00%, 59 ,101.69%,
내과ㆍ소아과 의원,인천광역시,서구, 93 , 93 ,100.00%, 94 ,98.94%,
내과ㆍ소아과 의원,인천광역시,강화군, 9 , 9 ,100.00%, 11 ,81.82%,
내과ㆍ소아과 의원,경기도,합계," 2,617 "," 2,602 ",100.58%," 2,548 ",102.71%,
내과ㆍ소아과 의원,경기도,수원시 장안구, 58 , 58 ,100.00%, 57 ,101.75%,
내과ㆍ소아과 의원,경기도,수원시 권선구, 77 , 76 ,101.32%, 77 ,100.00%,
내과ㆍ소아과 의원,경기도,수원시 팔달구, 48 , 48 ,100.00%, 47 ,102.13%,
내과ㆍ소아과 의원,경기도,수원시 영통구, 68 , 68 ,100.00%, 65 ,104.62%,
내과ㆍ소아과 의원,경기도,성남시 수정구, 60 , 60 ,100.00%, 59 ,101.69%,
내과ㆍ소아과 의원,경기도,성남시 중원구, 56 , 56 ,100.00%, 58 ,96.55%,
내과ㆍ소아과 의원,경기도,성남시 분당구, 109 , 108 ,100.93%, 106 ,102.83%,
내과ㆍ소아과 의원,경기도,의정부시, 102 , 100 ,102.00%, 97 ,105.15%,
내과ㆍ소아과 의원,경기도,안양시 만안구, 47 , 47 ,100.00%, 46 ,102.17%,
내과ㆍ소아과 의원,경기도,안양시 동안구, 78 , 78 ,100.00%, 79 ,98.73%,
내과ㆍ소아과 의원,경기도,부천시, 183 , 183 ,100.00%, 182 ,100.55%,
내과ㆍ소아과 의원,경기도,광명시, 65 , 65 ,100.00%, 66 ,98.48%,
내과ㆍ소아과 의원,경기도,평택시, 105 , 103 ,101.94%, 98 ,107.14%,
내과ㆍ소아과 의원,경기도,동두천시, 14 , 14 ,100.00%, 15 ,93.33%,
내과ㆍ소아과 의원,경기도,안산시 상록구, 55 , 55 ,100.00%, 54 ,101.85%,
내과ㆍ소아과 의원,경기도,안산시 단원구, 66 , 66 ,100.00%, 63 ,104.76%,
내과ㆍ소아과 의원,경기도,고양시 덕양구, 89 , 86 ,103.49%, 85 ,104.71%,
내과ㆍ소아과 의원,경기도,고양시 일산동구, 52 , 53 ,98.11%, 57 ,91.23%,
내과ㆍ소아과 의원,경기도,고양시 일산서구, 57 , 55 ,103.64%, 53 ,107.55%,
내과ㆍ소아과 의원,경기도,과천시, 12 , 12 ,100.00%, 12 ,100.00%,
내과ㆍ소아과 의원,경기도,구리시, 49 , 48 ,102.08%, 49 ,100.00%,
내과ㆍ소아과 의원,경기도,남양주시, 143 , 144 ,99.31%, 138 ,103.62%,
내과ㆍ소아과 의원,경기도,오산시, 41 , 40 ,102.50%, 40 ,102.50%,
내과ㆍ소아과 의원,경기도,시흥시, 95 , 95 ,100.00%, 87 ,109.20%,
내과ㆍ소아과 의원,경기도,군포시, 53 , 53 ,100.00%, 52 ,101.92%,
내과ㆍ소아과 의원,경기도,의왕시, 30 , 30 ,100.00%, 31 ,96.77%,
내과ㆍ소아과 의원,경기도,하남시, 59 , 57 ,103.51%, 54 ,109.26%,
내과ㆍ소아과 의원,경기도,용인시 처인구, 42 , 40 ,105.00%, 40 ,105.00%,
내과ㆍ소아과 의원,경기도,용인시 기흥구, 89 , 89 ,100.00%, 88 ,101.14%,
내과ㆍ소아과 의원,경기도,용인시 수지구, 62 , 63 ,98.41%, 62 ,100.00%,
내과ㆍ소아과 의원,경기도,파주시, 86 , 85 ,101.18%, 85 ,101.18%,
내과ㆍ소아과 의원,경기도,이천시, 39 , 39 ,100.00%, 38 ,102.63%,
내과ㆍ소아과 의원,경기도,안성시, 33 , 33 ,100.00%, 32 ,103.13%,
내과ㆍ소아과 의원,경기도,김포시, 77 , 77 ,100.00%, 73 ,105.48%,
내과ㆍ소아과 의원,경기도,화성시, 146 , 145 ,100.69%, 135 ,108.15%,
내과ㆍ소아과 의원,경기도,광주시, 51 , 52 ,98.08%, 49 ,104.08%,
내과ㆍ소아과 의원,경기도,양주시, 39 , 39 ,100.00%, 38 ,102.63%,
내과ㆍ소아과 의원,경기도,포천시, 28 , 28 ,100.00%, 26 ,107.69%,
내과ㆍ소아과 의원,경기도,여주시, 19 , 19 ,100.00%, 19 ,100.00%,
내과ㆍ소아과 의원,경기도,연천군, 7 , 7 ,100.00%, 7 ,100.00%,
