사업자 현황 ( 1월/100대 생활업종),,,,,,,,
*조회년월,,2020년 1월,,,,,,
,,,,,,,,
,,,,,,,"(단위 : 인원수, %)",
구분,,, 사업자 수,,,,,
업종,시도,시군구,당월①,전월②,증감율(①/②),전년동월③,증감율(①/③),
법무사,경상남도,합천군, 7 , 7 ,100.00%, 6 ,116.67%,
법무사,제주특별자치도,합계, 84 , 83 ,101.20%, 84 ,100.00%,
법무사,제주특별자치도,제주시, 69 , 69 ,100.00%, 70 ,98.57%,
법무사,제주특별자치도,서귀포시, 15 , 14 ,107.14%, 14 ,107.14%,
변리사,합계,합계," 1,035 "," 1,029 ",100.58%, 981 ,105.50%,
변리사,서울특별시,합계, 734 , 730 ,100.55%, 691 ,106.22%,
변리사,서울특별시,종로구, 12 , 12 ,100.00%, 10 ,120.00%,
변리사,서울특별시,중구, 9 , 9 ,100.00%, 9 ,100.00%,
변리사,서울특별시,용산구, 3 , 3 ,100.00%, * ,,
변리사,서울특별시,성동구, 12 , 11 ,109.09%, 8 ,150.00%,
변리사,서울특별시,광진구, 5 , 5 ,100.00%, 5 ,100.00%,
변리사,서울특별시,동대문구, 4 , 4 ,100.00%, 4 ,100.00%,
변리사,서울특별시,노원구, * , * ,, * ,,
변리사,서울특별시,은평구,0,0,, * ,,
변리사,서울특별시,서대문구, 5 , 5 ,100.00%, 4 ,125.00%,
변리사,서울특별시,마포구, 10 , 10 ,100.00%, 8 ,125.00%,
변리사,서울특별시,양천구, * , * ,, * ,,
변리사,서울특별시,강서구, 14 , 14 ,100.00%, 9 ,155.56%,
변리사,서울특별시,구로구, 19 , 20 ,95.00%, 19 ,100.00%,
변리사,서울특별시,금천구, 36 , 35 ,102.86%, 33 ,109.09%,
변리사,서울특별시,영등포구, 12 , 12 ,100.00%, 12 ,100.00%,
변리사,서울특별시,동작구, * , * ,, * ,,
변리사,서울특별시,관악구, 7 , 7 ,100.00%, 6 ,116.67%,
변리사,서울특별시,서초구, 149 , 150 ,99.33%, 148 ,100.68%,
변리사,서울특별시,강남구, 379 , 376 ,100.80%, 363 ,104.41%,
변리사,서울특별시,송파구, 52 , 51 ,101.96%, 43 ,120.93%,
변리사,서울특별시,강동구, * , * ,, * ,,
변리사,인천광역시,합계, 15 , 14 ,107.14%, 16 ,93.75%,
변리사,인천광역시,미추홀구, * , * ,, * ,,
변리사,인천광역시,연수구, 4 , 3 ,133.33%, 3 ,133.33%,
변리사,인천광역시,남동구, 5 , 5 ,100.00%, 6 ,83.33%,
변리사,인천광역시,부평구, 3 , 3 ,100.00%, 3 ,100.00%,
변리사,인천광역시,서구, * , * ,, * ,,
변리사,경기도,합계, 90 , 91 ,98.90%, 86 ,104.65%,
변리사,경기도,수원시 권선구, * , * ,, * ,,
변리사,경기도,수원시 팔달구, * , * ,, * ,,
변리사,경기도,수원시 영통구, 9 , 10 ,90.00%, 11 ,81.82%,
변리사,경기도,성남시 수정구, * , * ,, * ,,
변리사,경기도,성남시 중원구, 4 , 4 ,100.00%, 5 ,80.00%,
변리사,경기도,성남시 분당구, 23 , 22 ,104.55%, 21 ,109.52%,
변리사,경기도,의정부시, * , * ,, * ,,
변리사,경기도,안양시 동안구, 7 , 8 ,87.50%, 9 ,77.78%,
변리사,경기도,부천시, 6 , 6 ,100.00%, 7 ,85.71%,
변리사,경기도,평택시, * , * ,, * ,,
변리사,경기도,동두천시,0,0,, * ,,
변리사,경기도,안산시 상록구, * , * ,, * ,,
변리사,경기도,안산시 단원구, 4 , 4 ,100.00%, 3 ,133.33%,
변리사,경기도,고양시 덕양구, * , * ,,0,,
변리사,경기도,고양시 일산동구, 3 , 3 ,100.00%, * ,,
변리사,경기도,고양시 일산서구, * , * ,,0,,
변리사,경기도,과천시, * , * ,, * ,,
변리사,경기도,구리시,0,0,, * ,,
변리사,경기도,남양주시, * , * ,, * ,,
변리사,경기도,시흥시, * , * ,,0,,
변리사,경기도,군포시, * , * ,, * ,,
변리사,경기도,의왕시,0, * ,,0,,
변리사,경기도,용인시 처인구, * ,0,,0,,
변리사,경기도,용인시 기흥구, 3 , 3 ,100.00%, * ,,
변리사,경기도,용인시 수지구, * , * ,, * ,,
변리사,경기도,김포시, * , * ,, * ,,
변리사,경기도,화성시, 7 , 7 ,100.00%, 5 ,140.00%,
변리사,경기도,광주시, * , * ,, * ,,
변리사,경기도,포천시, * , * ,, * ,,
변리사,강원도,합계, * , * ,, * ,,
변리사,강원도,원주시, * , * ,, * ,,
변리사,대전광역시,합계, 88 , 86 ,102.33%, 90 ,97.78%,
변리사,대전광역시,중구, * , * ,, * ,,
변리사,대전광역시,서구, 78 , 76 ,102.63%, 80 ,97.50%,
변리사,대전광역시,유성구, 8 , 8 ,100.00%, 7 ,114.29%,
변리사,대전광역시,대덕구, * , * ,, * ,,
변리사,충청북도,합계, 4 , 4 ,100.00%, 4 ,100.00%,
변리사,충청북도,청주시 서원구, * , * ,, * ,,
변리사,충청북도,청주시 흥덕구, * , * ,, * ,,
변리사,충청북도,청주시 청원구, * , * ,, * ,,
변리사,충청남도,합계, 6 , 6 ,100.00%, 5 ,120.00%,
변리사,충청남도,천안시 서북구, 4 , 4 ,100.00%, 3 ,133.33%,
변리사,충청남도,아산시, * , * ,, * ,,
변리사,충청남도,예산군, * , * ,, * ,,
변리사,세종특별자치시,합계, * , * ,,0,,
변리사,세종특별자치시,세종시, * , * ,,0,,
변리사,광주광역시,합계, 11 , 11 ,100.00%, 11 ,100.00%,
변리사,광주광역시,동구, * , * ,, * ,,
변리사,광주광역시,서구, * , * ,, * ,,
변리사,광주광역시,북구, 7 , 7 ,100.00%, 7 ,100.00%,
변리사,광주광역시,광산구, * , * ,, * ,,
변리사,전라북도,합계, 6 , 6 ,100.00%, 6 ,100.00%,
변리사,전라북도,전주시 완산구, * , * ,, * ,,
변리사,전라북도,전주시 덕진구, 4 , 4 ,100.00%, 4 ,100.00%,
변리사,전라남도,합계, 4 , 4 ,100.00%, * ,,
변리사,전라남도,여수시, * , * ,, * ,,
변리사,전라남도,순천시, * , * ,,0,,
변리사,전라남도,나주시, * , * ,,0,,
변리사,대구광역시,합계, 23 , 23 ,100.00%, 23 ,100.00%,
변리사,대구광역시,중구, 4 , 4 ,100.00%, 4 ,100.00%,
변리사,대구광역시,동구, 6 , 7 ,85.71%, 7 ,85.71%,
변리사,대구광역시,서구, * , * ,, * ,,
변리사,대구광역시,북구, * ,0,,0,,
변리사,대구광역시,수성구, * , * ,, * ,,
변리사,대구광역시,달서구, 9 , 9 ,100.00%, 9 ,100.00%,
변리사,경상북도,합계, 4 , 4 ,100.00%, 3 ,133.33%,
변리사,경상북도,포항시 북구, * , * ,, * ,,
변리사,경상북도,구미시, * , * ,, * ,,
변리사,경상북도,경산시, * , * ,, * ,,
변리사,부산광역시,합계, 28 , 28 ,100.00%, 29 ,96.55%,
변리사,부산광역시,중구, * , * ,, * ,,
변리사,부산광역시,강서구, * , * ,, * ,,
변리사,부산광역시,동구, * , * ,, * ,,
변리사,부산광역시,남구, * , * ,, * ,,
변리사,부산광역시,북구, * , * ,, * ,,
변리사,부산광역시,부산진구, * , * ,, * ,,
변리사,부산광역시,동래구, * , * ,, 3 ,,
변리사,부산광역시,해운대구, 5 , 5 ,100.00%, 5 ,100.00%,
변리사,부산광역시,사하구, * , * ,, * ,,
변리사,부산광역시,금정구, * , * ,, * ,,
변리사,부산광역시,연제구, 8 , 8 ,100.00%, 7 ,114.29%,
변리사,부산광역시,사상구, 4 , 4 ,100.00%, 4 ,100.00%,
변리사,울산광역시,합계, 6 , 6 ,100.00%, 4 ,150.00%,
변리사,울산광역시,중구, * , * ,, * ,,
변리사,울산광역시,남구, 4 , 4 ,100.00%, * ,,
변리사,경상남도,합계, 12 , 12 ,100.00%, 9 ,133.33%,
변리사,경상남도,창원시 의창구, 4 , 4 ,100.00%, 3 ,133.33%,
변리사,경상남도,창원시 성산구, * , * ,, * ,,
변리사,경상남도,창원시 마산합포구, * , * ,, * ,,
변리사,경상남도,진주시, * , * ,, * ,,
변리사,경상남도,김해시, 4 , 4 ,100.00%, 3 ,133.33%,
변리사,경상남도,양산시, * , * ,,0,,
변리사,제주특별자치도,합계, * , * ,, * ,,
변리사,제주특별자치도,제주시, * , * ,, * ,,
변리사,제주특별자치도,서귀포시, * , * ,, * ,,
변호사,합계,합계," 7,407 "," 7,351 ",100.76%," 7,057 ",104.96%,
변호사,서울특별시,합계," 3,816 "," 3,781 ",100.93%," 3,637 ",104.92%,
변호사,서울특별시,종로구, 113 , 115 ,98.26%, 102 ,110.78%,
변호사,서울특별시,중구, 102 , 103 ,99.03%, 94 ,108.51%,
변호사,서울특별시,용산구, 25 , 23 ,108.70%, 21 ,119.05%,
변호사,서울특별시,성동구, 26 , 27 ,96.30%, 19 ,136.84%,
변호사,서울특별시,광진구, 20 , 20 ,100.00%, 21 ,95.24%,
변호사,서울특별시,동대문구, 11 , 11 ,100.00%, 12 ,91.67%,
변호사,서울특별시,중랑구, 9 , 9 ,100.00%, 10 ,90.00%,
변호사,서울특별시,성북구, 9 , 10 ,90.00%, 9 ,100.00%,
변호사,서울특별시,강북구, 7 , 7 ,100.00%, 9 ,77.78%,
변호사,서울특별시,도봉구, 72 , 72 ,100.00%, 69 ,104.35%,
변호사,서울특별시,노원구, 12 , 14 ,85.71%, 13 ,92.31%,
변호사,서울특별시,은평구, 7 , 7 ,100.00%, 7 ,100.00%,
변호사,서울특별시,서대문구, 10 , 9 ,111.11%, 9 ,111.11%,
변호사,서울특별시,마포구, 79 , 80 ,98.75%, 74 ,106.76%,
변호사,서울특별시,양천구, 88 , 88 ,100.00%, 91 ,96.70%,
변호사,서울특별시,강서구, 20 , 21 ,95.24%, 15 ,133.33%,
변호사,서울특별시,구로구, 41 , 38 ,107.89%, 31 ,132.26%,
변호사,서울특별시,금천구, 13 , 10 ,130.00%, 14 ,92.86%,
변호사,서울특별시,영등포구, 92 , 90 ,102.22%, 82 ,112.20%,
변호사,서울특별시,동작구, 16 , 16 ,100.00%, 16 ,100.00%,
변호사,서울특별시,관악구, 31 , 30 ,103.33%, 37 ,83.78%,
변호사,서울특별시,서초구," 2,341 "," 2,325 ",100.69%," 2,303 ",101.65%,
변호사,서울특별시,강남구, 497 , 483 ,102.90%, 451 ,110.20%,
변호사,서울특별시,송파구, 163 , 162 ,100.62%, 119 ,136.97%,
변호사,서울특별시,강동구, 12 , 11 ,109.09%, 9 ,133.33%,
변호사,인천광역시,합계, 250 , 248 ,100.81%, 241 ,103.73%,
변호사,인천광역시,중구, * , * ,, * ,,
변호사,인천광역시,미추홀구, 218 , 218 ,100.00%, 213 ,102.35%,
변호사,인천광역시,연수구, 8 , 7 ,114.29%, 5 ,160.00%,
변호사,인천광역시,남동구, 5 , 4 ,125.00%, 4 ,125.00%,
변호사,인천광역시,부평구, 11 , 11 ,100.00%, 12 ,91.67%,
변호사,인천광역시,계양구, * , * ,, 3 ,,
변호사,인천광역시,서구, 4 , 4 ,100.00%, 3 ,133.33%,
변호사,경기도,합계, 973 , 966 ,100.72%, 918 ,105.99%,
변호사,경기도,수원시 장안구, * , * ,, 4 ,,
변호사,경기도,수원시 권선구, * , * ,, * ,,
변호사,경기도,수원시 팔달구, 6 , 6 ,100.00%, 9 ,66.67%,
변호사,경기도,수원시 영통구, 244 , 238 ,102.52%, 229 ,106.55%,
변호사,경기도,성남시 수정구, 25 , 25 ,100.00%, 26 ,96.15%,
변호사,경기도,성남시 중원구, 24 , 24 ,100.00%, 22 ,109.09%,
변호사,경기도,성남시 분당구, 20 , 19 ,105.26%, 20 ,100.00%,
변호사,경기도,의정부시, 126 , 124 ,101.61%, 123 ,102.44%,
변호사,경기도,안양시 동안구, 44 , 45 ,97.78%, 41 ,107.32%,
변호사,경기도,부천시, 80 , 79 ,101.27%, 79 ,101.27%,
변호사,경기도,광명시, 6 , 7 ,85.71%, 7 ,85.71%,
변호사,경기도,평택시, 49 , 49 ,100.00%, 46 ,106.52%,
변호사,경기도,안산시 상록구, * , * ,, * ,,
변호사,경기도,안산시 단원구, 84 , 84 ,100.00%, 76 ,110.53%,
변호사,경기도,고양시 덕양구, 6 , 6 ,100.00%, 5 ,120.00%,
변호사,경기도,고양시 일산동구, 103 , 106 ,97.17%, 98 ,105.10%,
변호사,경기도,고양시 일산서구, 3 , * ,, * ,,
변호사,경기도,과천시, * , * ,, * ,,
변호사,경기도,구리시, 9 , 9 ,100.00%, 9 ,100.00%,
변호사,경기도,남양주시, 22 , 22 ,100.00%, 19 ,115.79%,
변호사,경기도,오산시, * , * ,, * ,,
변호사,경기도,시흥시, 6 , 5 ,120.00%, 5 ,120.00%,
변호사,경기도,군포시, * , * ,, * ,,
변호사,경기도,의왕시, * , * ,, * ,,
변호사,경기도,하남시, 5 , 5 ,100.00%, 5 ,100.00%,
변호사,경기도,용인시 처인구, 6 , 6 ,100.00%, 4 ,150.00%,
변호사,경기도,용인시 기흥구, 5 , 5 ,100.00%, 4 ,125.00%,
변호사,경기도,용인시 수지구, 16 , 16 ,100.00%, 11 ,145.45%,
변호사,경기도,파주시, 6 , 6 ,100.00%, 5 ,120.00%,
변호사,경기도,이천시, 4 , 4 ,100.00%, 4 ,100.00%,
변호사,경기도,안성시, * , * ,, * ,,
변호사,경기도,김포시, 15 , 15 ,100.00%, 12 ,125.00%,
변호사,경기도,화성시, 14 , 14 ,100.00%, 11 ,127.27%,
변호사,경기도,광주시, 6 , 6 ,100.00%, 5 ,120.00%,
변호사,경기도,양주시, * , * ,, * ,,
변호사,경기도,포천시, 4 , 4 ,100.00%, 5 ,80.00%,
변호사,경기도,여주시, 19 , 19 ,100.00%, 18 ,105.56%,
변호사,경기도,가평군, * , * ,, * ,,
변호사,경기도,양평군, 3 , 3 ,100.00%, 3 ,100.00%,
변호사,강원도,합계, 118 , 118 ,100.00%, 110 ,107.27%,
변호사,강원도,춘천시, 37 , 37 ,100.00%, 32 ,115.63%,
변호사,강원도,원주시, 34 , 34 ,100.00%, 32 ,106.25%,
변호사,강원도,강릉시, 24 , 24 ,100.00%, 23 ,104.35%,
변호사,강원도,동해시, 3 , 3 ,100.00%, 4 ,75.00%,
변호사,강원도,속초시, 9 , 9 ,100.00%, 10 ,90.00%,
변호사,강원도,삼척시, * , * ,, * ,,
변호사,강원도,홍천군, * , * ,, * ,,
변호사,강원도,횡성군, * , * ,, * ,,
변호사,강원도,영월군, 5 , 5 ,100.00%, 5 ,100.00%,
변호사,강원도,인제군, * , * ,, * ,,
변호사,강원도,양양군, * , * ,,0,,
변호사,대전광역시,합계, 226 , 223 ,101.35%, 215 ,105.12%,
변호사,대전광역시,중구, * , * ,,0,,
변호사,대전광역시,동구, * , * ,, * ,,
변호사,대전광역시,서구, 220 , 217 ,101.38%, 211 ,104.27%,
변호사,대전광역시,유성구, 4 , 4 ,100.00%, 3 ,133.33%,
변호사,충청북도,합계, 106 , 106 ,100.00%, 103 ,102.91%,
변호사,충청북도,청주시 상당구, * , * ,, * ,,
변호사,충청북도,청주시 서원구, 74 , 74 ,100.00%, 72 ,102.78%,
변호사,충청북도,청주시 흥덕구,0,0,, * ,,
변호사,충청북도,청주시 청원구, * , * ,,0,,
변호사,충청북도,충주시, 14 , 14 ,100.00%, 14 ,100.00%,
변호사,충청북도,제천시, 7 , 7 ,100.00%, 7 ,100.00%,
변호사,충청북도,옥천군, * , * ,, 3 ,,
변호사,충청북도,영동군, 3 , 3 ,100.00%, 3 ,100.00%,
변호사,충청북도,진천군, * , * ,,0,,
변호사,충청북도,음성군, * , * ,, * ,,
변호사,충청남도,합계, 142 , 140 ,101.43%, 130 ,109.23%,
변호사,충청남도,천안시 동남구, 76 , 75 ,101.33%, 69 ,110.14%,
변호사,충청남도,천안시 서북구, * , * ,, * ,,
변호사,충청남도,공주시, 7 , 7 ,100.00%, 7 ,100.00%,
변호사,충청남도,보령시, * , * ,, * ,,
변호사,충청남도,아산시, 5 , 5 ,100.00%, 4 ,125.00%,
변호사,충청남도,서산시, 18 , 17 ,105.88%, 18 ,100.00%,
변호사,충청남도,논산시, 8 , 8 ,100.00%, 5 ,160.00%,
변호사,충청남도,계룡시, * , * ,, * ,,
변호사,충청남도,당진시, 6 , 6 ,100.00%, 6 ,100.00%,
변호사,충청남도,금산군, * , * ,,0,,
변호사,충청남도,부여군,0,0,, * ,,
변호사,충청남도,홍성군, 17 , 17 ,100.00%, 16 ,106.25%,
변호사,세종특별자치시,합계, 18 , 18 ,100.00%, 17 ,105.88%,
변호사,세종특별자치시,세종시, 18 , 18 ,100.00%, 17 ,105.88%,
변호사,광주광역시,합계, 217 , 216 ,100.46%, 210 ,103.33%,
변호사,광주광역시,동구, 189 , 187 ,101.07%, 182 ,103.85%,
변호사,광주광역시,남구, 4 , 4 ,100.00%, 3 ,133.33%,
변호사,광주광역시,서구, 17 , 17 ,100.00%, 20 ,85.00%,
변호사,광주광역시,북구, 5 , 6 ,83.33%, 3 ,166.67%,
변호사,광주광역시,광산구, * , * ,, * ,,
변호사,전라북도,합계, 186 , 185 ,100.54%, 179 ,103.91%,
변호사,전라북도,전주시 완산구, 19 , 19 ,100.00%, 19 ,100.00%,
변호사,전라북도,전주시 덕진구, 97 , 95 ,102.11%, 89 ,108.99%,
변호사,전라북도,군산시, 28 , 28 ,100.00%, 27 ,103.70%,
변호사,전라북도,익산시, 14 , 15 ,93.33%, 16 ,87.50%,
변호사,전라북도,정읍시, 14 , 14 ,100.00%, 13 ,107.69%,
변호사,전라북도,남원시, 8 , 8 ,100.00%, 8 ,100.00%,
변호사,전라북도,김제시, 3 , 3 ,100.00%, 3 ,100.00%,
변호사,전라북도,완주군, * , * ,, * ,,
변호사,전라북도,고창군,0,0,, * ,,
변호사,전라북도,부안군, * , * ,, * ,,
변호사,전라남도,합계, 95 , 95 ,100.00%, 90 ,105.56%,
변호사,전라남도,목포시, 25 , 25 ,100.00%, 25 ,100.00%,
변호사,전라남도,여수시, 13 , 13 ,100.00%, 11 ,118.18%,
변호사,전라남도,순천시, 41 , 41 ,100.00%, 36 ,113.89%,
변호사,전라남도,나주시, * , * ,, * ,,
변호사,전라남도,광양시, * , * ,, * ,,
변호사,전라남도,고흥군, * , * ,, * ,,
변호사,전라남도,보성군, * , * ,, * ,,
변호사,전라남도,화순군, * , * ,, * ,,
변호사,전라남도,장흥군, * , * ,, 3 ,,
변호사,전라남도,강진군,0,0,, * ,,
변호사,전라남도,해남군, 6 , 6 ,100.00%, 7 ,85.71%,
변호사,전라남도,장성군, * , * ,, * ,,
변호사,대구광역시,합계, 281 , 279 ,100.72%, 264 ,106.44%,
변호사,대구광역시,중구, 7 , 7 ,100.00%, 5 ,140.00%,
변호사,대구광역시,동구, 4 , 4 ,100.00%, 3 ,133.33%,
변호사,대구광역시,서구, * , * ,, * ,,
변호사,대구광역시,북구, 3 , 3 ,100.00%, * ,,
변호사,대구광역시,수성구, 241 , 239 ,100.84%, 229 ,105.24%,
변호사,대구광역시,달서구, 24 , 24 ,100.00%, 23 ,104.35%,
변호사,대구광역시,달성군, * , * ,, * ,,
변호사,경상북도,합계, 117 , 116 ,100.86%, 116 ,100.86%,
변호사,경상북도,포항시 남구, 4 , 4 ,100.00%, 4 ,100.00%,
변호사,경상북도,포항시 북구, 33 , 32 ,103.13%, 31 ,106.45%,
변호사,경상북도,경주시, 17 , 17 ,100.00%, 16 ,106.25%,
변호사,경상북도,김천시, 12 , 12 ,100.00%, 12 ,100.00%,
변호사,경상북도,안동시, 14 , 14 ,100.00%, 14 ,100.00%,
변호사,경상북도,구미시, 14 , 14 ,100.00%, 15 ,93.33%,
변호사,경상북도,영주시, * , * ,, * ,,
변호사,경상북도,영천시, * , * ,, * ,,
변호사,경상북도,상주시, 8 , 8 ,100.00%, 8 ,100.00%,
변호사,경상북도,경산시, 4 , 4 ,100.00%, 5 ,80.00%,
변호사,경상북도,의성군, * , * ,, * ,,
변호사,경상북도,영덕군, 4 , 4 ,100.00%, 4 ,100.00%,
변호사,경상북도,울진군, * , * ,, * ,,
변호사,경상북도,울릉군, * , * ,, * ,,
변호사,부산광역시,합계, 433 , 431 ,100.46%, 413 ,104.84%,
변호사,부산광역시,중구, 9 , 9 ,100.00%, 8 ,112.50%,
변호사,부산광역시,강서구, 12 , 12 ,100.00%, 9 ,133.33%,
변호사,부산광역시,동구,0,0,, * ,,
변호사,부산광역시,남구, 3 , 3 ,100.00%, * ,,
변호사,부산광역시,서구, 4 , 4 ,100.00%, 6 ,66.67%,
변호사,부산광역시,북구, 3 , 3 ,100.00%, * ,,
변호사,부산광역시,영도구, * , * ,,0,,
변호사,부산광역시,부산진구, 5 , 5 ,100.00%, 8 ,62.50%,
변호사,부산광역시,동래구, * , * ,, * ,,
변호사,부산광역시,해운대구, 30 , 31 ,96.77%, 26 ,115.38%,
변호사,부산광역시,사하구, 3 , 3 ,100.00%, * ,,
변호사,부산광역시,금정구, 3 , 4 ,75.00%, * ,,
변호사,부산광역시,연제구, 352 , 348 ,101.15%, 340 ,103.53%,
변호사,부산광역시,수영구, * , * ,, * ,,
변호사,부산광역시,사상구, * , * ,, * ,,
변호사,부산광역시,기장군, * , * ,, * ,,
변호사,울산광역시,합계, 120 , 121 ,99.17%, 118 ,101.69%,
변호사,울산광역시,중구, * , * ,,0,,
변호사,울산광역시,동구, * , * ,, * ,,
변호사,울산광역시,남구, 116 , 117 ,99.15%, 115 ,100.87%,
변호사,울산광역시,북구, * , * ,, * ,,
변호사,울산광역시,울주군, * , * ,, * ,,
변호사,경상남도,합계, 222 , 221 ,100.45%, 218 ,101.83%,
변호사,경상남도,창원시 의창구, 5 , 3 ,166.67%, * ,,
변호사,경상남도,창원시 성산구, 112 , 113 ,99.12%, 110 ,101.82%,
변호사,경상남도,창원시 마산합포구, 11 , 11 ,100.00%, 12 ,91.67%,
변호사,경상남도,창원시 마산회원구,0, * ,, * ,,
변호사,경상남도,창원시 진해구, * , * ,, * ,,
변호사,경상남도,진주시, 35 , 35 ,100.00%, 34 ,102.94%,
변호사,경상남도,통영시, 22 , 21 ,104.76%, 22 ,100.00%,
변호사,경상남도,사천시, * , * ,, * ,,
변호사,경상남도,김해시, 9 , 9 ,100.00%, 10 ,90.00%,
변호사,경상남도,밀양시, 6 , 6 ,100.00%, 6 ,100.00%,
변호사,경상남도,거제시, 7 , 7 ,100.00%, 7 ,100.00%,
변호사,경상남도,양산시, 3 , 3 ,100.00%, 3 ,100.00%,
변호사,경상남도,의령군, * , * ,, * ,,
변호사,경상남도,창녕군, * , * ,, * ,,
변호사,경상남도,함양군, * , * ,,0,,
변호사,경상남도,거창군, 6 , 6 ,100.00%, 6 ,100.00%,
변호사,경상남도,합천군,0,0,, * ,,
변호사,제주특별자치도,합계, 87 , 87 ,100.00%, 78 ,111.54%,
변호사,제주특별자치도,제주시, 81 , 81 ,100.00%, 73 ,110.96%,
변호사,제주특별자치도,서귀포시, 6 , 6 ,100.00%, 5 ,120.00%,
부동산중개업,합계,합계," 126,227 "," 125,057 ",100.94%," 122,294 ",103.22%,
부동산중개업,서울특별시,합계," 31,173 "," 30,919 ",100.82%," 30,103 ",103.55%,
부동산중개업,서울특별시,종로구, 730 , 736 ,99.18%, 753 ,96.95%,
부동산중개업,서울특별시,중구, 786 , 779 ,100.90%, 757 ,103.83%,
부동산중개업,서울특별시,용산구," 1,029 "," 1,023 ",100.59%, 984 ,104.57%,
부동산중개업,서울특별시,성동구, 988 , 975 ,101.33%, 943 ,104.77%,
부동산중개업,서울특별시,광진구," 1,013 "," 1,007 ",100.60%," 1,000 ",101.30%,
부동산중개업,서울특별시,동대문구, 950 , 944 ,100.64%, 926 ,102.59%,
부동산중개업,서울특별시,중랑구, 809 , 802 ,100.87%, 773 ,104.66%,
부동산중개업,서울특별시,성북구, 955 , 949 ,100.63%, 903 ,105.76%,
부동산중개업,서울특별시,강북구, 692 , 685 ,101.02%, 688 ,100.58%,
부동산중개업,서울특별시,도봉구, 575 , 575 ,100.00%, 560 ,102.68%,
부동산중개업,서울특별시,노원구, 820 , 810 ,101.23%, 818 ,100.24%,
부동산중개업,서울특별시,은평구," 1,310 "," 1,301 ",100.69%," 1,312 ",99.85%,
부동산중개업,서울특별시,서대문구, 787 , 778 ,101.16%, 776 ,101.42%,
부동산중개업,서울특별시,마포구," 1,452 "," 1,435 ",101.18%," 1,384 ",104.91%,
부동산중개업,서울특별시,양천구," 1,050 "," 1,046 ",100.38%," 1,026 ",102.34%,
부동산중개업,서울특별시,강서구," 1,714 "," 1,690 ",101.42%," 1,644 ",104.26%,
부동산중개업,서울특별시,구로구, 959 , 957 ,100.21%, 933 ,102.79%,
부동산중개업,서울특별시,금천구, 802 , 795 ,100.88%, 759 ,105.67%,
부동산중개업,서울특별시,영등포구," 1,383 "," 1,387 ",99.71%," 1,349 ",102.52%,
부동산중개업,서울특별시,동작구, 998 , 995 ,100.30%," 1,000 ",99.80%,
부동산중개업,서울특별시,관악구," 1,226 "," 1,217 ",100.74%," 1,226 ",100.00%,
부동산중개업,서울특별시,서초구," 2,334 "," 2,310 ",101.04%," 2,270 ",102.82%,
부동산중개업,서울특별시,강남구," 4,108 "," 4,054 ",101.33%," 3,839 ",107.01%,
부동산중개업,서울특별시,송파구," 2,280 "," 2,259 ",100.93%," 2,249 ",101.38%,
부동산중개업,서울특별시,강동구," 1,423 "," 1,410 ",100.92%," 1,231 ",115.60%,
부동산중개업,인천광역시,합계," 6,802 "," 6,737 ",100.96%," 6,562 ",103.66%,
부동산중개업,인천광역시,중구, 422 , 413 ,102.18%, 390 ,108.21%,
부동산중개업,인천광역시,동구, 111 , 110 ,100.91%, 116 ,95.69%,
부동산중개업,인천광역시,미추홀구, 894 , 887 ,100.79%, 890 ,100.45%,
부동산중개업,인천광역시,연수구, 945 , 936 ,100.96%, 868 ,108.87%,
부동산중개업,인천광역시,남동구," 1,098 "," 1,089 ",100.83%," 1,088 ",100.92%,
부동산중개업,인천광역시,부평구," 1,097 "," 1,088 ",100.83%," 1,065 ",103.00%,
부동산중개업,인천광역시,계양구, 566 , 560 ,101.07%, 558 ,101.43%,
부동산중개업,인천광역시,서구," 1,354 "," 1,344 ",100.74%," 1,286 ",105.29%,
부동산중개업,인천광역시,강화군, 268 , 264 ,101.52%, 259 ,103.47%,
부동산중개업,인천광역시,옹진군, 47 , 46 ,102.17%, 42 ,111.90%,
부동산중개업,경기도,합계," 35,294 "," 34,976 ",100.91%," 33,675 ",104.81%,
부동산중개업,경기도,수원시 장안구, 537 , 534 ,100.56%, 551 ,97.46%,
부동산중개업,경기도,수원시 권선구, 798 , 781 ,102.18%, 779 ,102.44%,
부동산중개업,경기도,수원시 팔달구, 657 , 646 ,101.70%, 615 ,106.83%,
부동산중개업,경기도,수원시 영통구," 1,022 "," 1,014 ",100.79%, 966 ,105.80%,
부동산중개업,경기도,성남시 수정구, 716 , 704 ,101.70%, 660 ,108.48%,
부동산중개업,경기도,성남시 중원구, 620 , 612 ,101.31%, 584 ,106.16%,
부동산중개업,경기도,성남시 분당구," 1,492 "," 1,491 ",100.07%," 1,469 ",101.57%,
부동산중개업,경기도,의정부시, 886 , 882 ,100.45%, 891 ,99.44%,
부동산중개업,경기도,안양시 만안구, 542 , 537 ,100.93%, 537 ,100.93%,
부동산중개업,경기도,안양시 동안구, 959 , 956 ,100.31%, 922 ,104.01%,
부동산중개업,경기도,부천시," 2,092 "," 2,075 ",100.82%," 2,017 ",103.72%,
부동산중개업,경기도,광명시, 754 , 746 ,101.07%, 722 ,104.43%,
부동산중개업,경기도,평택시," 2,056 "," 2,042 ",100.69%," 2,118 ",97.07%,
부동산중개업,경기도,동두천시, 177 , 172 ,102.91%, 171 ,103.51%,
부동산중개업,경기도,안산시 상록구, 601 , 604 ,99.50%, 605 ,99.34%,
