사업자 현황 (8월/100대 생활업종),,,,,,,
*조회년월,,2019년 8월,,,,,
,,,,,,,
,,,"(단위 : 인원수, %)",,,,
업종전체,경기도,합계," 544,912 "," 541,457 ",100.64%," 510,974 ",106.64%
업종전체,경기도,수원시 장안구," 10,451 "," 10,408 ",100.41%," 10,176 ",102.70%
업종전체,경기도,수원시 권선구," 13,063 "," 12,958 ",100.81%," 12,284 ",106.34%
업종전체,경기도,수원시 팔달구," 11,813 "," 11,797 ",100.14%," 11,683 ",101.11%
업종전체,경기도,수원시 영통구," 13,490 "," 13,407 ",100.62%," 12,500 ",107.92%
업종전체,경기도,성남시 수정구," 9,951 "," 9,865 ",100.87%," 9,375 ",106.14%
업종전체,경기도,성남시 중원구," 9,950 "," 9,884 ",100.67%," 9,610 ",103.54%
업종전체,경기도,성남시 분당구," 21,499 "," 21,393 ",100.50%," 20,553 ",104.60%
업종전체,경기도,의정부시," 19,621 "," 19,592 ",100.15%," 18,979 ",103.38%
업종전체,경기도,안양시 만안구," 10,073 "," 10,010 ",100.63%," 9,764 ",103.16%
업종전체,경기도,안양시 동안구," 14,197 "," 14,117 ",100.57%," 13,617 ",104.26%
업종전체,경기도,부천시," 35,756 "," 35,538 ",100.61%," 34,265 ",104.35%
업종전체,경기도,광명시," 11,642 "," 11,589 ",100.46%," 11,128 ",104.62%
업종전체,경기도,평택시," 23,337 "," 23,241 ",100.41%," 22,196 ",105.14%
업종전체,경기도,동두천시," 4,214 "," 4,216 ",99.95%," 4,143 ",101.71%
업종전체,경기도,안산시 상록구," 12,872 "," 12,828 ",100.34%," 12,224 ",105.30%
업종전체,경기도,안산시 단원구," 16,200 "," 16,094 ",100.66%," 15,336 ",105.63%
업종전체,경기도,고양시 덕양구," 16,915 "," 16,768 ",100.88%," 15,909 ",106.32%
업종전체,경기도,고양시 일산동구," 16,178 "," 16,127 ",100.32%," 15,339 ",105.47%
업종전체,경기도,고양시 일산서구," 11,700 "," 11,621 ",100.68%," 11,054 ",105.84%
업종전체,경기도,과천시," 2,300 "," 2,288 ",100.52%," 2,187 ",105.17%
업종전체,경기도,구리시," 9,117 "," 9,080 ",100.41%," 8,666 ",105.20%
업종전체,경기도,남양주시," 26,905 "," 26,716 ",100.71%," 24,582 ",109.45%
업종전체,경기도,오산시," 8,305 "," 8,260 ",100.54%," 7,891 ",105.25%
업종전체,경기도,시흥시," 19,479 "," 19,295 ",100.95%," 17,567 ",110.88%
업종전체,경기도,군포시," 9,582 "," 9,520 ",100.65%," 9,120 ",105.07%
업종전체,경기도,의왕시," 5,006 "," 4,984 ",100.44%," 4,710 ",106.28%
업종전체,경기도,하남시," 10,201 "," 10,066 ",101.34%," 8,415 ",121.22%
업종전체,경기도,용인시 처인구," 11,335 "," 11,239 ",100.85%," 10,273 ",110.34%
업종전체,경기도,용인시 기흥구," 14,850 "," 14,716 ",100.91%," 13,642 ",108.86%
업종전체,경기도,용인시 수지구," 10,956 "," 10,805 ",101.40%," 10,179 ",107.63%
업종전체,경기도,파주시," 18,466 "," 18,345 ",100.66%," 17,115 ",107.89%
업종전체,경기도,이천시," 9,441 "," 9,407 ",100.36%," 9,082 ",103.95%
업종전체,경기도,안성시," 8,199 "," 8,163 ",100.44%," 7,914 ",103.60%
업종전체,경기도,김포시," 17,882 "," 17,737 ",100.82%," 15,790 ",113.25%
업종전체,경기도,화성시," 30,245 "," 29,972 ",100.91%," 27,121 ",111.52%
업종전체,경기도,광주시," 14,354 "," 14,266 ",100.62%," 13,148 ",109.17%
업종전체,경기도,양주시," 8,977 "," 8,883 ",101.06%," 8,107 ",110.73%
업종전체,경기도,포천시," 8,266 "," 8,233 ",100.40%," 8,045 ",102.75%
업종전체,경기도,여주시," 5,283 "," 5,255 ",100.53%," 5,192 ",101.75%
업종전체,경기도,가평군," 4,740 "," 4,728 ",100.25%," 4,480 ",105.80%
업종전체,경기도,양평군," 5,932 "," 5,882 ",100.85%," 5,489 ",108.07%
업종전체,경기도,연천군," 2,169 "," 2,164 ",100.23%," 2,124 ",102.12%
업종전체,강원도,합계," 84,796 "," 84,568 ",100.27%," 82,303 ",103.03%
업종전체,강원도,춘천시," 14,063 "," 14,003 ",100.43%," 13,722 ",102.49%
업종전체,강원도,원주시," 17,795 "," 17,708 ",100.49%," 17,009 ",104.62%
업종전체,강원도,강릉시," 12,392 "," 12,376 ",100.13%," 11,955 ",103.66%
업종전체,강원도,동해시," 4,844 "," 4,838 ",100.12%," 4,769 ",101.57%
업종전체,강원도,태백시," 2,303 "," 2,295 ",100.35%," 2,247 ",102.49%
업종전체,강원도,속초시," 5,678 "," 5,651 ",100.48%," 5,568 ",101.98%
업종전체,강원도,삼척시," 3,486 "," 3,491 ",99.86%," 3,380 ",103.14%
업종전체,강원도,홍천군," 3,859 "," 3,861 ",99.95%," 3,773 ",102.28%
업종전체,강원도,횡성군," 2,236 "," 2,226 ",100.45%," 2,172 ",102.95%
업종전체,강원도,영월군," 2,100 "," 2,092 ",100.38%," 2,059 ",101.99%
업종전체,강원도,평창군," 2,874 "," 2,861 ",100.45%," 2,825 ",101.73%
업종전체,강원도,정선군," 2,365 "," 2,365 ",100.00%," 2,326 ",101.68%
업종전체,강원도,철원군," 2,348 "," 2,346 ",100.09%," 2,349 ",99.96%
업종전체,강원도,화천군," 1,319 "," 1,312 ",100.53%," 1,281 ",102.97%
업종전체,강원도,양구군," 1,216 "," 1,212 ",100.33%," 1,160 ",104.83%
업종전체,강원도,인제군," 2,115 "," 2,112 ",100.14%," 2,059 ",102.72%
업종전체,강원도,고성군," 1,669 "," 1,682 ",99.23%," 1,601 ",104.25%
업종전체,강원도,양양군," 2,134 "," 2,137 ",99.86%," 2,048 ",104.20%
업종전체,대전광역시,합계," 69,757 "," 69,462 ",100.42%," 67,508 ",103.33%
업종전체,대전광역시,동구," 10,301 "," 10,278 ",100.22%," 10,004 ",102.97%
업종전체,대전광역시,서구," 23,189 "," 23,085 ",100.45%," 22,438 ",103.35%
업종전체,대전광역시,중구," 12,281 "," 12,266 ",100.12%," 11,959 ",102.69%
업종전체,대전광역시,대덕구," 8,155 "," 8,121 ",100.42%," 8,088 ",100.83%
업종전체,대전광역시,유성구," 15,831 "," 15,712 ",100.76%," 15,019 ",105.41%
업종전체,충청북도,합계," 76,576 "," 76,248 ",100.43%," 73,875 ",103.66%
업종전체,충청북도,괴산군," 1,746 "," 1,749 ",99.83%," 1,707 ",102.28%
업종전체,충청북도,단양군," 1,781 "," 1,769 ",100.68%," 1,711 ",104.09%
업종전체,충청북도,보은군," 1,598 "," 1,592 ",100.38%," 1,575 ",101.46%
업종전체,충청북도,영동군," 2,217 "," 2,212 ",100.23%," 2,196 ",100.96%
업종전체,충청북도,옥천군," 2,161 "," 2,157 ",100.19%," 2,120 ",101.93%
업종전체,충청북도,음성군," 4,858 "," 4,823 ",100.73%," 4,682 ",103.76%
업종전체,충청북도,제천시," 7,443 "," 7,439 ",100.05%," 7,301 ",101.94%
업종전체,충청북도,증평군," 1,828 "," 1,806 ",101.22%," 1,750 ",104.46%
업종전체,충청북도,진천군," 3,695 "," 3,676 ",100.52%," 3,482 ",106.12%
업종전체,충청북도,청주시 상당구," 8,851 "," 8,794 ",100.65%," 8,495 ",104.19%
업종전체,충청북도,청주시 서원구," 9,067 "," 9,049 ",100.20%," 8,857 ",102.37%
업종전체,충청북도,청주시 청원구," 8,655 "," 8,598 ",100.66%," 8,198 ",105.57%
업종전체,충청북도,청주시 흥덕구," 12,085 "," 12,024 ",100.51%," 11,515 ",104.95%
업종전체,충청북도,충주시," 10,591 "," 10,560 ",100.29%," 10,286 ",102.97%
업종전체,충청남도,합계," 100,271 "," 100,013 ",100.26%," 96,894 ",103.49%
업종전체,충청남도,계룡시," 1,494 "," 1,486 ",100.54%," 1,467 ",101.84%
업종전체,충청남도,공주시," 5,427 "," 5,417 ",100.18%," 5,351 ",101.42%
업종전체,충청남도,금산군," 3,165 "," 3,151 ",100.44%," 3,100 ",102.10%
업종전체,충청남도,논산시," 5,860 "," 5,861 ",99.98%," 5,721 ",102.43%
업종전체,충청남도,당진시," 7,793 "," 7,744 ",100.63%," 7,516 ",103.69%
업종전체,충청남도,보령시," 5,597 "," 5,603 ",99.89%," 5,495 ",101.86%
업종전체,충청남도,부여군," 2,726 "," 2,729 ",99.89%," 2,684 ",101.56%
업종전체,충청남도,서산시," 8,334 "," 8,329 ",100.06%," 8,065 ",103.34%
업종전체,충청남도,서천군," 2,507 "," 2,503 ",100.16%," 2,446 ",102.49%
업종전체,충청남도,아산시," 13,072 "," 13,026 ",100.35%," 12,542 ",104.23%
업종전체,충청남도,예산군," 3,903 "," 3,911 ",99.80%," 3,873 ",100.77%
업종전체,충청남도,천안시 동남구," 12,422 "," 12,380 ",100.34%," 11,892 ",104.46%
업종전체,충청남도,천안시 서북구," 17,443 "," 17,366 ",100.44%," 16,443 ",106.08%
업종전체,충청남도,청양군," 1,298 "," 1,304 ",99.54%," 1,279 ",101.49%
업종전체,충청남도,태안군," 4,424 "," 4,417 ",100.16%," 4,333 ",102.10%
업종전체,충청남도,홍성군," 4,806 "," 4,786 ",100.42%," 4,687 ",102.54%
업종전체,세종특별자치시,합계," 12,209 "," 12,120 ",100.73%," 10,767 ",113.39%
업종전체,세종특별자치시,세종시," 12,209 "," 12,120 ",100.73%," 10,767 ",113.39%
업종전체,광주광역시,합계," 69,946 "," 69,721 ",100.32%," 67,279 ",103.96%
업종전체,광주광역시,동구," 8,399 "," 8,392 ",100.08%," 8,227 ",102.09%
업종전체,광주광역시,남구," 8,756 "," 8,689 ",100.77%," 8,346 ",104.91%
업종전체,광주광역시,서구," 16,304 "," 16,248 ",100.34%," 15,746 ",103.54%
업종전체,광주광역시,광산구," 17,293 "," 17,239 ",100.31%," 16,308 ",106.04%
업종전체,광주광역시,북구," 19,194 "," 19,153 ",100.21%," 18,652 ",102.91%
업종전체,전라북도,합계," 84,230 "," 83,996 ",100.28%," 82,171 ",102.51%
업종전체,전라북도,고창군," 2,256 "," 2,247 ",100.40%," 2,161 ",104.40%
업종전체,전라북도,군산시," 13,168 "," 13,122 ",100.35%," 12,957 ",101.63%
업종전체,전라북도,김제시," 3,184 "," 3,179 ",100.16%," 3,113 ",102.28%
업종전체,전라북도,남원시," 4,065 "," 4,062 ",100.07%," 4,003 ",101.55%
업종전체,전라북도,무주군," 1,338 "," 1,336 ",100.15%," 1,327 ",100.83%
업종전체,전라북도,부안군," 2,677 "," 2,683 ",99.78%," 2,632 ",101.71%
업종전체,전라북도,순창군," 1,032 "," 1,033 ",99.90%," 1,004 ",102.79%
업종전체,전라북도,완주군," 3,810 "," 3,799 ",100.29%," 3,619 ",105.28%
업종전체,전라북도,익산시," 12,547 "," 12,516 ",100.25%," 12,305 ",101.97%
업종전체,전라북도,임실군," 1,052 "," 1,050 ",100.19%," 1,031 ",102.04%
업종전체,전라북도,장수군, 823 , 830 ,99.16%, 834 ,98.68%
업종전체,전라북도,전주시 덕진구," 13,938 "," 13,891 ",100.34%," 13,257 ",105.14%
업종전체,전라북도,전주시 완산구," 18,604 "," 18,518 ",100.46%," 18,274 ",101.81%
업종전체,전라북도,정읍시," 4,755 "," 4,749 ",100.13%," 4,683 ",101.54%
업종전체,전라북도,진안군, 981 , 981 ,100.00%, 971 ,101.03%
업종전체,전라남도,합계," 84,844 "," 84,551 ",100.35%," 82,293 ",103.10%
업종전체,전라남도,강진군," 1,531 "," 1,534 ",99.80%," 1,491 ",102.68%
업종전체,전라남도,고흥군," 2,528 "," 2,531 ",99.88%," 2,478 ",102.02%
업종전체,전라남도,곡성군," 1,023 "," 1,023 ",100.00%, 988 ,103.54%
업종전체,전라남도,광양시," 6,761 "," 6,750 ",100.16%," 6,650 ",101.67%
업종전체,전라남도,구례군," 1,221 "," 1,215 ",100.49%," 1,193 ",102.35%
업종전체,전라남도,나주시," 4,642 "," 4,609 ",100.72%," 4,407 ",105.33%
업종전체,전라남도,담양군," 1,879 "," 1,861 ",100.97%," 1,789 ",105.03%
업종전체,전라남도,목포시," 12,448 "," 12,399 ",100.40%," 12,302 ",101.19%
업종전체,전라남도,무안군," 3,607 "," 3,584 ",100.64%," 3,433 ",105.07%
업종전체,전라남도,보성군," 1,864 "," 1,856 ",100.43%," 1,825 ",102.14%
업종전체,전라남도,순천시," 13,464 "," 13,432 ",100.24%," 12,970 ",103.81%
업종전체,전라남도,신안군," 1,215 "," 1,204 ",100.91%," 1,155 ",105.19%
업종전체,전라남도,여수시," 14,489 "," 14,445 ",100.30%," 14,106 ",102.72%
업종전체,전라남도,영광군," 2,395 "," 2,380 ",100.63%," 2,284 ",104.86%
업종전체,전라남도,영암군," 2,103 "," 2,102 ",100.05%," 2,055 ",102.34%
업종전체,전라남도,완도군," 2,526 "," 2,520 ",100.24%," 2,402 ",105.16%
업종전체,전라남도,장성군," 1,596 "," 1,594 ",100.13%," 1,540 ",103.64%
업종전체,전라남도,장흥군," 1,699 "," 1,698 ",100.06%," 1,661 ",102.29%
업종전체,전라남도,진도군," 1,389 "," 1,382 ",100.51%," 1,338 ",103.81%
업종전체,전라남도,함평군," 1,042 "," 1,038 ",100.39%, 977 ,106.65%
업종전체,전라남도,해남군," 3,007 "," 2,991 ",100.53%," 2,920 ",102.98%
업종전체,전라남도,화순군," 2,415 "," 2,403 ",100.50%," 2,329 ",103.69%
업종전체,대구광역시,합계," 113,816 "," 113,353 ",100.41%," 109,581 ",103.86%
업종전체,대구광역시,동구," 14,983 "," 14,946 ",100.25%," 14,383 ",104.17%
업종전체,대구광역시,남구," 8,045 "," 8,031 ",100.17%," 7,804 ",103.09%
업종전체,대구광역시,서구," 8,361 "," 8,331 ",100.36%," 8,342 ",100.23%
업종전체,대구광역시,중구," 11,769 "," 11,760 ",100.08%," 11,641 ",101.10%
업종전체,대구광역시,달서구," 23,498 "," 23,385 ",100.48%," 22,513 ",104.38%
업종전체,대구광역시,달성군," 9,341 "," 9,271 ",100.76%," 8,685 ",107.55%
업종전체,대구광역시,북구," 18,056 "," 17,982 ",100.41%," 17,331 ",104.18%
업종전체,대구광역시,수성구," 19,763 "," 19,647 ",100.59%," 18,882 ",104.67%
업종전체,경상북도,합계," 128,413 "," 127,988 ",100.33%," 125,199 ",102.57%
업종전체,경상북도,경산시," 11,908 "," 11,822 ",100.73%," 11,442 ",104.07%
업종전체,경상북도,경주시," 14,175 "," 14,148 ",100.19%," 13,678 ",103.63%
업종전체,경상북도,고령군," 1,323 "," 1,310 ",100.99%," 1,276 ",103.68%
업종전체,경상북도,구미시," 19,347 "," 19,305 ",100.22%," 19,019 ",101.72%
업종전체,경상북도,군위군, 880 , 873 ,100.80%, 823 ,106.93%
업종전체,경상북도,김천시," 6,126 "," 6,113 ",100.21%," 6,007 ",101.98%
업종전체,경상북도,문경시," 3,793 "," 3,779 ",100.37%," 3,710 ",102.24%
업종전체,경상북도,봉화군," 1,356 "," 1,352 ",100.30%," 1,351 ",100.37%
업종전체,경상북도,상주시," 4,341 "," 4,327 ",100.32%," 4,294 ",101.09%
업종전체,경상북도,성주군," 1,940 "," 1,936 ",100.21%," 1,881 ",103.14%
업종전체,경상북도,안동시," 8,038 "," 8,030 ",100.10%," 7,869 ",102.15%
업종전체,경상북도,영덕군," 2,510 "," 2,507 ",100.12%," 2,439 ",102.91%
업종전체,경상북도,영양군, 714 , 703 ,101.56%, 731 ,97.67%
업종전체,경상북도,영주시," 5,821 "," 5,804 ",100.29%," 5,756 ",101.13%
업종전체,경상북도,영천시," 4,357 "," 4,345 ",100.28%," 4,262 ",102.23%
업종전체,경상북도,예천군," 2,197 "," 2,188 ",100.41%," 2,059 ",106.70%
업종전체,경상북도,울릉군, 719 , 715 ,100.56%, 696 ,103.30%
업종전체,경상북도,울진군," 2,873 "," 2,867 ",100.21%," 2,817 ",101.99%
업종전체,경상북도,의성군," 2,011 "," 2,002 ",100.45%," 2,003 ",100.40%
업종전체,경상북도,청도군," 2,042 "," 2,033 ",100.44%," 1,926 ",106.02%
업종전체,경상북도,청송군," 1,415 "," 1,415 ",100.00%," 1,437 ",98.47%
업종전체,경상북도,칠곡군," 5,546 "," 5,520 ",100.47%," 5,471 ",101.37%
업종전체,경상북도,포항시 남구," 11,605 "," 11,564 ",100.35%," 11,266 ",103.01%
업종전체,경상북도,포항시 북구," 13,376 "," 13,330 ",100.35%," 12,986 ",103.00%
업종전체,부산광역시,합계," 156,303 "," 155,908 ",100.25%," 151,633 ",103.08%
업종전체,부산광역시,동구," 5,804 "," 5,799 ",100.09%," 5,691 ",101.99%
업종전체,부산광역시,남구," 10,828 "," 10,812 ",100.15%," 10,382 ",104.30%
업종전체,부산광역시,서구," 4,389 "," 4,379 ",100.23%," 4,303 ",102.00%
업종전체,부산광역시,중구," 6,538 "," 6,549 ",99.83%," 6,587 ",99.26%
업종전체,부산광역시,강서구," 6,077 "," 6,028 ",100.81%," 5,509 ",110.31%
업종전체,부산광역시,금정구," 10,909 "," 10,866 ",100.40%," 10,706 ",101.90%
업종전체,부산광역시,기장군," 7,242 "," 7,208 ",100.47%," 6,917 ",104.70%
업종전체,부산광역시,동래구," 12,370 "," 12,336 ",100.28%," 11,983 ",103.23%
업종전체,부산광역시,부산진구," 19,567 "," 19,525 ",100.22%," 19,040 ",102.77%
업종전체,부산광역시,북구," 9,627 "," 9,624 ",100.03%," 9,397 ",102.45%
업종전체,부산광역시,사상구," 9,960 "," 9,956 ",100.04%," 9,782 ",101.82%
업종전체,부산광역시,사하구," 11,826 "," 11,768 ",100.49%," 11,484 ",102.98%
업종전체,부산광역시,수영구," 9,607 "," 9,560 ",100.49%," 9,242 ",103.95%
업종전체,부산광역시,연제구," 10,148 "," 10,115 ",100.33%," 9,786 ",103.70%
업종전체,부산광역시,영도구," 4,061 "," 4,063 ",99.95%," 4,028 ",100.82%
업종전체,부산광역시,해운대구," 17,350 "," 17,320 ",100.17%," 16,796 ",103.30%
업종전체,울산광역시,합계," 51,093 "," 51,004 ",100.17%," 49,906 ",102.38%
업종전체,울산광역시,동구," 6,350 "," 6,352 ",99.97%," 6,270 ",101.28%
업종전체,울산광역시,남구," 18,508 "," 18,494 ",100.08%," 18,229 ",101.53%
업종전체,울산광역시,중구," 9,768 "," 9,749 ",100.19%," 9,651 ",101.21%
업종전체,울산광역시,북구," 7,317 "," 7,259 ",100.80%," 6,837 ",107.02%
업종전체,울산광역시,울주군," 9,150 "," 9,150 ",100.00%," 8,919 ",102.59%
업종전체,경상남도,합계," 156,278 "," 155,906 ",100.24%," 151,745 ",102.99%
업종전체,경상남도,고성군," 2,351 "," 2,356 ",99.79%," 2,327 ",101.03%
업종전체,경상남도,거제시," 11,458 "," 11,447 ",100.10%," 11,220 ",102.12%
업종전체,경상남도,거창군," 2,943 "," 2,940 ",100.10%," 2,859 ",102.94%
업종전체,경상남도,김해시," 23,920 "," 23,838 ",100.34%," 22,932 ",104.31%
업종전체,경상남도,남해군," 2,417 "," 2,409 ",100.33%," 2,306 ",104.81%
업종전체,경상남도,밀양시," 4,945 "," 4,929 ",100.32%," 4,848 ",102.00%
업종전체,경상남도,사천시," 5,911 "," 5,908 ",100.05%," 5,862 ",100.84%
업종전체,경상남도,산청군," 1,735 "," 1,740 ",99.71%," 1,689 ",102.72%
업종전체,경상남도,양산시," 14,887 "," 14,848 ",100.26%," 14,130 ",105.36%
업종전체,경상남도,의령군, 960 , 966 ,99.38%, 949 ,101.16%
업종전체,경상남도,진주시," 17,832 "," 17,756 ",100.43%," 17,408 ",102.44%
업종전체,경상남도,창녕군," 2,866 "," 2,861 ",100.17%," 2,773 ",103.35%
업종전체,경상남도,창원시 마산합포구," 9,385 "," 9,341 ",100.47%," 9,229 ",101.69%
업종전체,경상남도,창원시 마산회원구," 8,368 "," 8,362 ",100.07%," 8,336 ",100.38%
업종전체,경상남도,창원시 성산구," 10,221 "," 10,201 ",100.20%," 9,990 ",102.31%
업종전체,경상남도,창원시 의창구," 12,031 "," 12,013 ",100.15%," 11,541 ",104.25%
업종전체,경상남도,창원시 진해구," 8,026 "," 8,005 ",100.26%," 7,634 ",105.13%
업종전체,경상남도,통영시," 7,340 "," 7,331 ",100.12%," 7,210 ",101.80%
업종전체,경상남도,하동군," 2,345 "," 2,343 ",100.09%," 2,289 ",102.45%
업종전체,경상남도,함안군," 2,783 "," 2,767 ",100.58%," 2,698 ",103.15%
업종전체,경상남도,함양군," 1,818 "," 1,812 ",100.33%," 1,803 ",100.83%
업종전체,경상남도,합천군," 1,736 "," 1,733 ",100.17%," 1,712 ",101.40%
업종전체,제주특별자치도,합계," 43,669 "," 43,413 ",100.59%," 40,789 ",107.06%
업종전체,제주특별자치도,서귀포시," 12,012 "," 11,921 ",100.76%," 11,150 ",107.73%
업종전체,제주특별자치도,제주시," 31,657 "," 31,492 ",100.52%," 29,639 ",106.81%
가구점,합계,합계," 7,496 "," 7,489 ",100.09%," 7,511 ",99.80%
가구점,서울특별시,합계," 1,024 "," 1,022 ",100.20%," 1,027 ",99.71%
가구점,서울특별시,종로구, 15 , 15 ,100.00%, 15 ,100.00%
가구점,서울특별시,중구, 71 , 71 ,100.00%, 72 ,98.61%
가구점,서울특별시,용산구, 38 , 38 ,100.00%, 40 ,95.00%
가구점,서울특별시,성동구, 19 , 18 ,105.56%, 13 ,146.15%
가구점,서울특별시,광진구, 48 , 48 ,100.00%, 53 ,90.57%
가구점,서울특별시,동대문구, 31 , 31 ,100.00%, 31 ,100.00%
가구점,서울특별시,중랑구, 27 , 26 ,103.85%, 30 ,90.00%
가구점,서울특별시,성북구, 39 , 39 ,100.00%, 37 ,105.41%
가구점,서울특별시,강북구, 31 , 31 ,100.00%, 29 ,106.90%
가구점,서울특별시,도봉구, 23 , 23 ,100.00%, 20 ,115.00%
가구점,서울특별시,노원구, 45 , 45 ,100.00%, 45 ,100.00%
가구점,서울특별시,은평구, 42 , 41 ,102.44%, 39 ,107.69%
가구점,서울특별시,서대문구, 69 , 70 ,98.57%, 69 ,100.00%
가구점,서울특별시,마포구, 30 , 31 ,96.77%, 27 ,111.11%
가구점,서울특별시,양천구, 32 , 31 ,103.23%, 32 ,100.00%
가구점,서울특별시,강서구, 38 , 39 ,97.44%, 41 ,92.68%
가구점,서울특별시,구로구, 26 , 26 ,100.00%, 28 ,92.86%
가구점,서울특별시,금천구, 19 , 20 ,95.00%, 19 ,100.00%
가구점,서울특별시,영등포구, 29 , 29 ,100.00%, 31 ,93.55%
가구점,서울특별시,동작구, 19 , 18 ,105.56%, 20 ,95.00%
가구점,서울특별시,관악구, 32 , 33 ,96.97%, 34 ,94.12%
가구점,서울특별시,서초구, 101 , 100 ,101.00%, 103 ,98.06%
가구점,서울특별시,강남구, 99 , 100 ,99.00%, 97 ,102.06%
가구점,서울특별시,송파구, 73 , 71 ,102.82%, 74 ,98.65%
가구점,서울특별시,강동구, 28 , 28 ,100.00%, 28 ,100.00%
가구점,인천광역시,합계, 291 , 290 ,100.34%, 289 ,100.69%
가구점,인천광역시,동구, 14 , 15 ,93.33%, 14 ,100.00%
가구점,인천광역시,연수구, 17 , 18 ,94.44%, 21 ,80.95%
가구점,인천광역시,남동구, 61 , 60 ,101.67%, 58 ,105.17%
가구점,인천광역시,부평구, 39 , 39 ,100.00%, 39 ,100.00%
가구점,인천광역시,계양구, 31 , 32 ,96.88%, 27 ,114.81%
가구점,인천광역시,서구, 60 , 57 ,105.26%, 59 ,101.69%
가구점,인천광역시,강화군, 6 , 5 ,120.00%, 5 ,120.00%
가구점,인천광역시,중구, 13 , 14 ,92.86%, 15 ,86.67%
가구점,인천광역시,옹진군, * , * ,100.00%, * ,200.00%
가구점,인천광역시,미추홀구, 48 , 48 ,100.00%, 50 ,96.00%
가구점,경기도,합계," 1,898 "," 1,894 ",100.21%," 1,880 ",100.96%
가구점,경기도,수원시 장안구, 21 , 21 ,100.00%, 23 ,91.30%
가구점,경기도,수원시 권선구, 43 , 43 ,100.00%, 39 ,110.26%
